id,X6.azauracil.50ug.mL.3,Cadmium_Chloride.75uM.2,Caffeine.15mM.2,Cobalt_Chloride.2mM.2,Congo_Red.75ug.mL.3,Copper_Sulfate..1,Diamide.1.5mM.3,EGTA.5mM.3,EtOH..1,EtOH_Glucose..1,Fluconazole.100uM.2,Formamide.2..2,Fructose..1,Galactose..1,Glycerol..1,Lactate..1,Lithium_Chloride.100mM.2,Magnesium_Chloride..1,Maltose..1,Manganese_Sulfate..1,Mannose..1,Methotrexate.0.4mM.2,Neomycin.5mg.mL.2,Paraquat.0.75mM.3,Raffinose..1,SDS.0.075..3,Sorbitol.1.5M.2,Sucrose..1,Trehalose..1,Tunicamycin.3uM.3,Xylose..1,YNB..1,YNB.ph3.1,YNB.ph8.1,YPD..1,YPD.15.1,YPD..2,YPD..3,YPD.37.1,Zeocin.25ug.mL.3
A02_73,5.954764,9.4091945,13.973034,-10.847975,6.0311095,-1.188755,5.063211,7.2233895,-1.3524635,3.0459875,-15.87365,-0.708945,1.996001,-0.344028,-0.1205185,-2.1864855,-13.81091,1.1591225,6.17668,-7.395805,1.4051055,-0.8333645,-7.187635,1.7718695,-0.989495,11.176355,-6.2070525,4.3508035,0.0827769999999999,7.558375,0.304285,44.505,-2.6157976,-1.1425065,61.055,2.55534,62.6,64.605,5.378045,-16.146995
A02_74,-7.353269,5.572556,4.6041025,-6.14658,-7.870649,-9.007265,-7.2795675,-3.6851675,-2.8808605,-8.7426425,-5.7477,1.4958035,-8.220871,-7.175677,-2.7385275,-3.9251255,-3.03285,-8.267238,-4.879915,-2.656655,-9.2262655,0.4321985,-0.730867,-1.979919,-4.056261,-2.713345,-0.9566785,-8.864344,-2.94514,-7.388805,-1.6356185,39.265,-1.1080753,-1.2928885,49.345,-1.58783,50.17,50.43,-8.72688,3.358635
A02_75,0.8948815,-6.0085245,-7.0714135,-3.450525,1.789994,4.44034,2.213694,9.52966,2.823306,1.8414525,6.0075,1.0413145,0.838185,2.7823105,-1.1205105,0.5261635,8.075305,2.526981,6.69663,6.852565,2.1330035,-1.4694135,5.3339,4.641671,1.1279175,9.92638,0.8937285,1.9360645,0.7104175,3.16288,1.52373,45.47,1.42834745,0.443194,59.415,4.156045,60.3,61.195,6.56587,17.01137
A02_76,-2.840868,8.2340875,-3.339034,6.63902,0.469793,-2.31387,-0.2806755,11.848074,0.485104,-0.566277,-0.17325,0.8927495,-1.32443,-0.4922835,2.167312,1.6439535,-11.098355,-1.539069,8.44951,-0.1637,-1.3802385,-5.8952095,-9.566354,1.446446,2.268932,7.72429,-0.928858,0.2905025,-0.190362,-1.196825,0.388515,41.22,0.3792659,0.4235755,57.32,0.387025,58.825,59.265,4.3957,11.253385
A02_77,-0.7925705,-13.208981,3.413064,-8.910065,-0.6393255,-1.50615,-0.262263,-14.767552,0.7056135,-2.250697,-7.9025,1.18634,-1.556582,-0.6004055,-0.0636235,-0.3879005,-9.530445,-1.6557845,-10.85968,-10.20197,-2.038767,-3.011761,4.006499,7.292893,-0.1971005,5.924805,-1.011991,-0.572181,0.131103,4.311685,-0.440615,40.81,1.41798245,1.421379,53.66,1.4086,57.695,58.475,-5.9588,14.73925
A02_78,-1.7083955,-13.7062795,0.386383,-11.81118,-1.4868635,-3.30226,-3.10758,-10.6572265,-0.7827455,-2.5898525,-1.772,1.1707645,-1.3851695,0.256745,-1.7426145,-1.7831515,7.025055,-2.7898125,7.85669,4.04376,-1.2472815,-0.983579,4.1858055,-2.2575975,0.44504,-1.665575,-2.885102,-2.4554245,-0.4249155,0.15933,-0.310295,40.77,0.49903105,0.8321755,54.235,-1.63835,55.545,56.23,-0.28864,0.86787
A02_79,-2.8297405,-2.1272595,13.721563,4.487035,-0.400912,-1.476635,-1.8456515,6.2427965,-2.158684,-0.3521705,-9.12795,1.0368,-0.177135,-1.293376,-0.3796435,-0.9494525,-7.098995,-1.2289005,-12.037655,-0.976975,-2.8692505,-0.531865,2.595531,2.04788,-0.404073,4.97628,0.640311,-0.1433035,-0.5642955,-0.826325,-0.072385,42.975,0.4902336,1.2038695,56.495,0.19768,57.765,58.685,1.48778,7.862235
A02_80,-0.0138,11.68485,3.314959,-10.806585,0.3259705,-2.531625,-1.472531,-16.314259,-2.26334,-0.648196,-2.3697,-3.635308,-0.0740335,-2.546865,-3.31358,-6.8331435,-1.185255,-0.9475365,-15.02191,14.726625,-1.4216635,-1.6328385,-9.9265915,-2.09449,-3.328032,-4.162815,-1.5921475,-2.6652705,-3.487526,-1.36583,-2.819465,42.855,-2.77095525,-3.591393,57.79,-5.55339,57.07,59.61,2.04703,-16.572475
A02_81,0.398845,3.5291615,2.3405915,-8.3522,1.9628315,0.660705,1.464135,-22.272764,1.51904,-0.835495,-3.0116,1.6929755,0.495189,-1.264418,0.972176,0.436338,-15.531965,-0.3847845,-10.42233,2.241595,0.021763,-1.9333865,-29.494204,0.919055,0.888998,1.68907,4.0726695,-1.455233,0.4942235,3.246425,0.0205949999999999,42.57,1.4087414,0.1588615,54.04,2.1251,57.91,60.885,-6.801315,2.46219
A02_82,3.7299035,8.071448,9.18502,7.7063,4.1635215,3.884655,4.1589215,2.9191405,1.3413335,2.328509,2.04225,-0.8338865,2.6070235,1.335921,-0.399742,0.652258,-0.73186,1.7604375,9.00718,-9.082245,2.0650955,-2.8397325,1.584135,-0.4416005,0.399409,1.20378,4.3663005,-0.022762,0.8397285,-9.565705,0.810425,42.9,-0.19271935,-0.469796,57.525,-1.727705,60.455,63.415,-4.313465,-3.11211
A02_83,2.10393,-5.007984,-1.3786545,9.990745,2.7435655,-2.136645,1.2031675,13.0155935,-0.5819165,-1.367028,8.49315,0.4516795,-1.2413905,-2.305563,0.1054835,-0.289718,16.042015,-1.338965,-0.866335,-9.954955,-1.287115,-1.11342,-0.331961,-1.5971395,-1.0504495,6.518275,-0.4429525,-0.7108025,1.4443765,-1.44412,0.62556,39.03,0.35891805,1.3597035,53.285,-0.93319,59.18,62.81,-11.54431,17.42178
A02_84,0.2494695,-9.775013,5.855807,0.74146,0.6815125,2.02968,-1.310343,3.5555465,-2.2070475,1.132803,4.7021,1.207377,0.3789185,-0.515678,0.525707,-0.1946525,-4.80222,-0.1178215,6.521,-1.06309,0.241804,0.373062,-1.2451945,0.1626145,-2.991566,8.182715,-3.393776,0.394234,0.3202525,-0.948245,0.992875,44.3,-0.50320685,-7.612941,56.735,-1.05729,59.795,59.095,6.91515,16.715295
A02_85,4.347105,0.503605,2.52238,-0.98101,3.6779735,-0.63121,-1.9040465,6.2088015,-0.2449905,0.972662,-7.9955,1.050048,-0.961288,0.609574,-0.3039715,-0.72536,2.2202,1.725371,2.08392,2.75033,0.5047585,1.65687,1.17568,-1.085088,-2.4975855,5.413665,-2.867873,-0.376488,-0.675972,2.18545,-0.728765,45.355,1.55999625,1.618631,57.295,4.881875,61.09,62.72,-2.02529,-0.45975
A02_86,0.7067475,12.517837,-4.1724815,14.62332,-0.264791,5.024285,2.0537035,5.2679585,1.255425,0.537928,17.1316,3.121379,2.901209,1.0970175,3.4691305,3.736593,2.963325,1.217304,-10.35534,-1.06632,1.7841655,7.5316505,3.9450315,0.7690105,2.199073,-2.143615,4.5423965,-0.0310805,2.839924,-18.185325,2.30275,45.67,0.5791893,-1.038017,58.635,-1.71055,57.825,58.85,1.484345,-12.14733
A02_87,4.3812505,-1.2905555,3.3986635,14.959685,5.188131,4.238255,6.45157,16.081058,0.809948,3.825984,33.8101,0.161755,5.0546005,0.8476795,3.0396895,4.2720715,6.770295,2.842195,-10.320985,-9.820355,4.319607,4.076232,2.4761345,-6.2125145,2.286741,0.425145,2.6535885,2.1077775,2.059925,-6.314955,-0.41459,44.27,0.42627095,-0.283713,60.96,1.442795,62.07,62.94,5.26647,-13.65249
A02_88,4.145376,13.1633975,-4.9185945,-3.01678,0.62907,-0.474385,3.0391035,7.859222,2.087415,0.5938695,-13.6211,-0.4916795,1.71502,0.10684,1.04397,2.6432435,-7.29614,0.490082,5.638,7.16318,0.401701,4.2407185,3.769115,4.9426815,2.2413065,5.19955,4.677077,-0.436398,3.047175,5.46889,2.570575,43.805,1.89982775,2.4310285,56.475,4.33427,60.305,61.995,-5.1181,-8.77456
A02_89,3.329111,12.424217,-4.5295745,0.14297,0.8467745,0.374425,2.4229915,10.8888285,-0.128979,-1.5489065,4.6046,-2.2715805,-1.533384,0.0337085,-1.583733,0.335203,2.782645,-0.8570915,3.2479,-7.9309,-1.8848245,1.1796665,1.567169,-3.013391,-0.259552,-5.39649,4.469999,-4.368432,1.172464,3.75299,0.62989,42.57,0.0244608,0.7965015,53.32,-2.965645,57.995,60.69,-4.18571,-2.93658
A02_90,-5.009253,-1.8888415,4.6778235,-4.299685,-4.060371,-4.67184,-4.10476,3.6197255,-6.1432905,-6.0849635,-6.99875,1.352901,-4.886908,-5.59672,-4.852393,-5.95537,-6.75947,-5.960956,-12.4215,16.94024,-5.3479925,4.3824005,-8.565905,-4.5302645,-6.5872805,-6.283685,1.0399315,-5.4578415,-2.959691,-5.569195,-3.110135,40.21,-0.5367991,0.7823285,51.85,-5.7956,52.91,53.185,0.30642,-15.655375
A02_91,0.8731885,-10.481726,12.014883,17.80751,-1.592977,2.118115,0.8126725,18.2045495,-0.389489,-0.47438,11.3752,3.521154,0.185412,0.418768,1.5806735,0.3588875,8.71071,-0.460863,-10.260075,-6.106825,1.1388255,4.389336,3.90739,1.3683275,-1.8025945,-3.897445,5.54309,0.238745,2.86181,1.20782,0.51014,42.88,0.02485325,3.279816,56.455,2.41213,58.2,58.415,4.561445,14.322785
A02_92,1.011521,-6.4232485,9.859853,-9.259065,0.7608315,-0.41555,-0.3819485,4.4972625,-4.044151,-0.7976445,8.25,2.3894045,-1.295721,-2.938955,-1.2175075,-0.841467,6.426885,-1.961589,0.39368,11.51849,-2.860364,-1.6329145,1.927004,3.850898,-5.488424,0.553105,-0.9194485,-1.989931,-0.2626855,2.868315,-0.921585,41.555,0.11183465,1.5630115,55.74,-3.45994,57.365,59.03,0.68736,-2.557085
A02_93,1.58097,-21.1314695,-3.194551,-13.80642,6.5805585,6.04669,5.2301765,-1.4377485,1.737935,4.651758,-4.78305,-2.13416,6.356676,3.314928,1.82914,0.995592,-19.26366,3.839203,12.749585,4.59563,5.011105,2.492744,-5.5834515,-0.1281625,1.29669,-7.38719,3.888822,4.1262365,3.8985205,0.743195,2.210455,43.01,-0.3389612,0.3665175,62.155,-2.810265,63.95,64.495,3.056405,-16.364925
A02_94,-0.876232,7.081737,-0.1558185,4.844575,-0.3200705,-1.266905,-1.915868,2.540612,-4.013054,0.4398485,-2.35595,0.556248,-1.203824,-2.0597735,-2.4815505,-1.490164,16.653035,-4.199174,0.406395,9.660855,-4.7418865,-0.326601,4.775007,-1.4799815,-4.104087,-6.069,-1.651425,-1.4018245,-0.641558,-8.313845,-1.21071,40.61,0.6455913,0.44926,54.54,-7.576115,57.59,58.745,3.537475,-4.10838
A02_95,-1.00463,-8.453773,2.254007,0.484005,-1.4031565,1.74893,-0.7908645,14.759483,-3.354157,-0.69251,6.894,1.912883,-0.0465865,-0.557075,-1.0345035,-1.4163025,-7.126615,-0.002162,3.962595,-8.58544,0.3504245,4.108652,-5.2788305,-8.8287755,-3.3572025,3.239245,1.8986615,-1.879611,1.062421,-3.761375,0.50825,43.765,-1.83142115,-1.336155,56.135,-1.35529,57.16,58.38,5.74997,-13.895795
A02_96,8.446245,-16.0966645,4.530801,-11.03086,5.253622,0.15992,5.0774005,-12.6369165,-0.4370875,-0.15143,-7.6296,2.9269065,2.0886885,-1.5779735,1.1140845,-0.0256265,11.46835,1.108141,-13.876855,-10.35653,-0.9364505,3.869778,-3.068781,2.5594425,-1.84434,-11.478425,-0.40381,-3.0776465,3.2212865,4.630875,1.466645,44.92,-1.33497585,-0.21203,56.77,-5.99651,61.73,63.235,-5.183175,-11.309525
A03_01,0.5675705,14.62271,-5.66467,-4.625605,3.7549095,2.965736,5.1646,-0.0828835,-2.855818,3.419589,-8.405121,-0.3702595,4.10511125,-0.3041375,0.585795,0.225644,-10.74393,3.32763,-15.80916,11.080315,4.762958,1.90779275,-5.417305,3.589543,-0.8093305,2.952451,-7.1491215,6.2581005,1.8965635,3.55638,0.483663,46.75,-1.6334747,-1.523558,61.585,-2.677405,61.79,63.495,5.399145,-16.4703
A03_02,-1.6182125,-2.9043215,-3.462145,18.55266,-2.9506915,2.2707475,-0.01813,8.572429,-2.4723175,-2.3817065,7.991785,-2.8040575,-0.23266845,-1.3483105,-0.41399,-1.8913665,7.15575,0.1634415,1.85106,-2.475115,1.6437575,4.31008735,0.61581,-10.254345,0.541826,-10.2011545,1.0387465,-2.559569,0.754566,-7.94333,-1.447056,42.14,-0.0613092,0.5219415,55.895,-2.12204,56.375,56.625,1.74051,-16.7273
A03_03,4.144916,0.6614665,-6.093025,-5.01323,2.022361,1.4884185,3.6639,15.051795,3.0084646,2.641621,5.214383,0.5906175,1.4030875,0.7041665,4.25439,4.010936,2.96326,2.9587335,1.56927,-6.50177,3.7491105,-0.62248415,-15.739315,0.6880185,2.6496145,-26.115056,0.193101,1.817263,5.2220575,5.768165,2.9135795,43.225,-0.89436295,2.351592,57.675,0.109665,63.52,64.19,-4.18768,-14.209935
A03_04,0.7541115,10.2830355,1.995085,8.421645,1.4947825,0.4759395,1.325035,9.5642865,-1.7902526,1.5733155,5.59021,1.061313,1.27124055,0.5012425,0.87074,-1.1389675,5.2999,0.2466235,2.0495,-7.00658,1.3815075,0.16706935,2.257475,-5.4291,-1.7651285,8.6617635,-3.432488,1.9235455,1.8753955,-3.81777,2.443652,43.645,1.66353405,-0.406111,58.175,0.386255,59.63,59.535,4.350175,17.87667
A03_05,-6.4848105,5.175153,-13.23144,-3.84988,-3.5584425,-1.9712,-4.9625,-6.4075125,-4.0112788,-3.630768,-7.543774,1.640507,-3.4194191,-2.1358155,-5.888575,-5.400184,-6.400025,-1.732348,-19.73627,1.600455,-5.206058,1.2441833,1.24428,5.3498485,-1.475546,-8.2667365,-3.3045615,0.600352,-2.923178,-5.546055,-4.3061935,40.615,-0.0376444500000001,-0.6318445,55.31,-5.079045,56.835,55.825,3.00666,9.39021
A03_06,8.2626115,-13.206652,-6.277265,-10.78447,6.53032,8.262062,8.482155,9.79181,2.62389795,6.470892,1.8212095,-1.055681,6.47916735,5.830153,3.70855,2.1771535,0.96641,8.0149705,8.64363,2.369525,7.796951,-1.99924565,-2.307325,2.61283,5.31656,-3.549121,3.255149,7.228815,4.267072,8.996595,3.696363,45.62,-0.9328469,-0.3466005,64.495,2.049265,65.43,66.605,11.8299,1.065325
A03_07,-2.890247,15.998389,5.614595,16.08367,-1.2245135,1.258461,-5.9283,0.1188275,-1.5452731,-0.601886,10.980854,-2.023146,-0.74637475,-1.0181435,-1.49377,-3.3274055,-3.04079,0.9447775,0.80762,3.691575,0.277865,1.49432635,3.466395,-2.645502,0.158296,-7.6887995,-3.232067,1.8691145,2.961217,1.863425,-1.014306,42.315,0.43686005,-1.8683105,57.5,-3.307245,58.87,59.21,3.76804,-1.119195
A03_08,3.664448,6.209808,12.89389,-2.704395,4.830007,0.780857,5.195535,6.5150715,1.07884035,4.3610495,11.0856295,0.9505875,3.0302378,5.210185,4.75567,2.8504715,3.43218,0.261048,-10.28102,2.631525,2.8789685,-1.0291225,6.65625,-4.434702,2.6329225,-0.129906,-5.0999365,-0.842031,10.024105,3.78761,3.2732565,44.81,0.90762705,-2.027266,57.615,-5.56965,62.35,64.095,-4.2551,17.061935
A03_09,-2.1206215,9.0738085,4.301695,-5.279385,-7.9599445,-8.762708,-4.67955,-3.8357545,-5.31725945,-3.4501025,-4.2683855,0.586583,-6.77367135,-5.3942475,-2.78831,-4.830813,6.607015,-6.137041,-1.957045,-5.20984,-6.217167,-0.6434994,-2.20466,-0.4750855,-4.032542,-4.0876065,-0.863189,-4.8749775,-1.3083245,-6.87521,-1.8100605,38.155,0.67607315,-0.692382,50.395,-6.89608,53.43,54.71,-9.63899,-13.64865
A03_10,-2.3543105,-17.4641665,0.689045,-9.19611,-5.214062,-1.405281,-2.276495,-7.9967455,-3.74772245,-1.354919,-13.034443,-1.801333,-1.79807805,-3.072675,-1.512155,-1.0529535,-8.79725,-0.125103,1.290505,-3.23047,-2.178125,1.51979335,0.959685,-4.7628205,-1.6454435,2.702129,5.1499465,-1.471418,1.233994,-0.128375,-0.490184,40.895,1.0588687,-0.4486515,54.59,-0.080295,55.92,55.975,-4.442565,-14.222245
A03_11,2.7535635,-16.1624945,-0.57474,-11.00971,-1.870332,-2.294414,-0.74749,2.370683,-1.1303178,1.1263915,-15.040611,-2.757403,-2.4667276,-2.0847195,-2.11812,-0.6559745,4.384135,-0.831462,-12.79452,-8.0476,-3.178142,0.9036107,0.65028,-4.157269,-1.5550535,-13.0925795,-0.0769325,-0.4635645,1.9127125,-4.85265,0.143272,39.955,-1.4508434,-0.941991,54.845,-4.28074,58.93,58.625,-3.2354,-16.8081
A03_12,-3.3919445,-13.660835,-2.34411,4.28348,-5.3273745,-5.7450765,-5.466605,0.051228,-4.7624335,-3.729011,0.5095045,0.2315915,-4.92628145,-6.7631515,-4.515125,-4.893206,2.349255,-5.318843,-2.055945,-5.802,-7.757075,0.28810965,2.82954,-1.620047,-5.200601,2.76307,-8.37264,-1.9262465,-1.4539765,-7.146585,-2.029996,41.43,-1.54348735,-0.8604365,53.005,-5.057835,56.05,57.005,1.160175,5.51964
A03_13,2.299628,4.3912185,8.49797,-12.1465,1.0405565,0.133685,0.94041,-6.3760105,-0.02285625,-0.2945945,-4.168258,0.1899295,0.69531615,0.3386745,1.756775,0.728644,-3.21262,-1.1644895,5.831915,-3.114385,1.8099015,-0.32777395,-2.728405,-1.3446735,0.4273905,10.30399,-7.4533565,4.185189,1.3636175,5.973615,1.6708655,44.47,-0.9182675,-0.9270795,57.9,3.132965,58.2,60.46,4.170025,-9.532635
A03_14,-5.532909,1.6495035,4.385405,-5.605465,-5.9982855,-4.664369,-6.371615,-5.9024255,-2.4467548,-4.112276,-3.4796295,1.1889,-4.44032685,-2.923196,-1.62207,-2.0189825,-13.578115,-3.686553,-7.46769,9.025145,-4.653902,1.21005865,0.667985,-5.514015,-4.3975165,-9.080564,-6.554664,-4.2923285,-1.886546,4.21611,-1.002666,41.345,0.78083035,-0.166264,53.345,-0.949845,53.54,53.62,-4.938445,-4.49771
A03_15,-1.7092975,-5.333826,2.797295,-1.637975,-1.494392,-0.704703,-2.650495,5.8171485,-0.67219655,-0.175606,-1.84516,-1.626684,0.8029976,0.689949,-1.39414,0.026048,-8.168945,1.583908,0.52779,-3.70775,1.8823185,0.04161595,-0.73794,0.40104,-0.4302265,0.756954,0.1947875,0.796442,-1.779854,5.69369,-1.1522255,42.66,0.4959651,1.3941955,57.565,1.181915,58.355,58.61,6.17174,0.16262
A03_16,-0.8775785,0.1317315,0.032325,18.210125,-4.498518,-1.3937035,-3.03595,2.938118,1.83437125,-2.8114095,5.107785,1.5013045,-3.63308295,-2.4518325,2.481255,3.2106875,-2.975865,-3.187891,-10.4426,10.10427,-1.366015,7.55728825,2.90688,2.356005,-0.731642,-7.3049915,2.909208,-3.0207145,0.9875365,-4.91379,1.8613565,41.61,0.5544328,-0.650048,52.48,0.78903,54.95,55.74,-6.659285,-5.87029
A03_17,0.0173145,14.258644,8.370285,6.466485,-4.9362005,-2.300433,-3.91774,9.455969,-1.63553425,-3.645198,19.039293,2.711245,-4.95101755,-3.6313075,-1.520425,-2.3405295,11.0576,-3.1343415,-1.490435,-10.13329,-2.713384,3.2667875,6.800455,-5.823114,-2.955728,-10.5807485,5.4148915,-4.079978,-2.5220565,1.31041,-1.3211005,40.64,-0.10277815,1.064413,51.415,-1.57489,54.71,56.12,-6.32733,-4.78301
A03_18,2.4489325,9.871849,8.399045,-7.264435,-0.541404,-2.3553275,0.69457,3.974577,0.64979975,0.0899435,-0.6716555,0.309381,-1.6297869,-0.361393,1.08433,1.488573,12.92892,-1.2463555,-10.51877,-9.83314,-1.277383,-0.8151129,5.012455,5.842572,0.6828315,6.400099,0.121465,-1.1717525,-0.3289485,-4.26793,0.417122,41.915,0.54183925,-0.384809,54.48,1.69872,58.37,59.965,-5.387735,12.334815
A03_19,2.132888,-3.0259755,-11.41283,-13.33314,1.435318,4.175269,5.265285,7.6438405,2.5092648,3.4760515,-6.7480035,0.7382105,2.46703035,4.404602,-0.0077,1.79135,-0.419115,2.711518,5.24284,3.94765,3.474283,-0.3277524,4.031775,0.186946,0.8138485,3.2163605,0.16864,2.0106655,1.511264,7.07253,1.634246,46.21,0.43830395,0.1424195,59.705,-1.382045,60.575,62.24,10.59349,-3.889955
A03_20,0.2163025,-8.4603415,8.521415,4.53696,-2.4642845,-2.9972165,-2.25161,2.4466795,-1.9650193,-1.3295395,9.912001,-0.253622,-1.97271365,-1.955059,-1.20817,-0.3835915,4.797875,-3.3481345,-14.23145,-5.247405,-2.671321,-1.6822942,-2.447975,-3.804316,-1.9706605,4.5942355,-1.3782735,-1.7511125,-2.336336,4.042605,-1.2232485,40.895,-0.3772722,-0.1432255,55.005,-0.13138,55.85,58.15,0.46063,-9.982515
A03_21,-3.728584,9.8334405,-8.411405,2.46632,-2.38605,-0.669463,-2.304375,6.475539,0.72872265,0.5706345,4.7637685,1.353717,-0.4639042,1.69752,-0.900755,-1.32444,-10.574075,-0.679785,6.359855,-6.537285,-1.2961295,0.93999885,6.45085,7.93316,2.227131,-4.066789,-1.7580785,1.3781025,0.5521675,-5.632905,0.670745,41.38,0.23437075,0.0851035,55.925,-3.241545,56.995,57.82,6.32238,17.075315
A03_22,5.725488,16.360382,16.552515,1.43496,4.556772,6.7192585,4.683405,-6.511961,0.24327595,4.712406,27.9862465,-1.1410765,5.5770282,2.8334915,2.040785,1.5409595,16.781805,4.3678935,12.391915,-4.3458,5.419685,2.1520671,2.767755,1.6724835,2.443323,-0.0476949999999999,7.309193,5.217686,0.704831,4.558745,2.1377625,44.545,0.27186495,0.3628465,62.455,-0.78914,63.105,63.44,10.39938,3.275615
A03_23,-2.595001,10.2369075,-1.018725,8.694425,-3.904014,-1.924246,-2.880755,1.2681625,-1.09884545,-3.1798245,1.4909755,-0.111131,-2.3719097,-2.462236,-1.2261,-0.7738275,2.06056,-3.9432515,-11.214315,-9.46594,-3.5904725,4.62297975,-5.8895,-0.2274495,-0.5123675,-7.1674115,2.611529,-4.095283,-1.1075865,-10.42435,-0.6069205,40.16,-0.61059025,0.3056195,51.785,-2.54778,55.39,56.18,-4.7358,1.458775
A03_24,-0.869323,6.394287,-1.13026,3.55629,1.0742875,-0.916213,-3.687765,-8.0611895,-2.49487345,1.497312,-0.493334,-1.803332,-1.02192885,-1.2094425,0.746265,0.3094775,2.503615,-1.3724695,-12.02584,-0.316765,-3.3824125,-0.3479052,-12.10019,-7.800603,-3.077774,6.883925,-6.730299,0.717592,1.126474,6.818295,1.492444,43.25,0.39215,-0.6754225,56.98,-3.11377,58.165,60.005,-4.119195,12.32571
A03_25,1.9207785,-6.0088515,4.64224,-12.868675,3.9757185,1.4740805,3.17489,5.013934,1.83176085,1.6271755,-10.1527555,3.3912275,1.83548065,2.7604875,3.62894,3.017594,-4.91081,1.3581925,5.75494,6.000075,3.947002,6.54600345,1.689855,-0.9609555,1.031889,11.5622665,-7.6187005,2.37798,3.3926765,4.521855,3.4145105,46.96,0.54653455,0.049919,58.55,3.893635,60.35,62.28,-1.35907,1.70484
A03_26,-3.4590355,-4.777487,-0.48685,-9.191475,-2.5071405,-5.30361,-2.961945,-10.279412,0.37220745,-3.3417305,-9.131395,0.5390095,-4.9180391,-1.2109825,-0.588775,-0.3295265,-11.110675,-3.0217105,-2.441625,9.414445,-3.648088,-1.33785685,-17.389035,10.3059845,1.60993,1.567297,-2.2658205,-2.934777,-0.6937975,4.179395,-0.1997,41.16,0.05391735,-0.3043805,51.935,0.885825,55.8,56.315,-7.067565,2.07715
A03_27,6.314968,-17.1278985,5.065485,11.399615,8.3311865,10.114936,10.11574,7.9855845,7.3778948,8.355361,8.951021,-0.242972,8.4402254,6.2158195,6.994355,6.4907745,7.1761,9.0695895,13.543095,-1.167515,11.283097,0.49330735,3.43422,9.056338,9.4821815,13.6986705,1.124427,9.062029,4.319759,-6.65064,4.544294,45.47,0.67288565,1.5344815,65.985,7.786355,66.165,68.565,14.796415,20.713035
A03_28,-7.968514,9.702484,12.44466,-9.91074,-6.9195355,-8.87239,-6.485855,-5.0343885,-4.45918935,-7.900339,-6.223046,0.2739015,-4.81921895,-5.3539735,-3.260095,-1.4566045,-13.694185,-6.0672855,-2.68683,3.094255,-6.0704455,-0.4534272,0.623555,-0.81715,-4.8437435,0.3025935,-1.03551,-3.425387,-5.0262975,-2.12142,-3.65873,40.45,-0.692505,-3.178881,50.915,-3.526125,52.57,53.695,-3.859265,2.929205
A03_29,-3.1036435,6.2020955,1.77002,-9.48412,-5.4166575,-4.57573,-5.476875,-19.258397,-1.2972914,-4.1818355,5.5262165,0.0513455,-5.6211937,-3.7026295,-2.593055,-1.734117,1.28431,-4.1799145,-2.871085,14.077345,-4.4320155,1.2920137,-13.756195,1.435601,-3.335523,-4.467153,-1.620437,-3.732973,-3.170585,-4.090275,-0.57411,39.36,0.3599201,-0.070585,51.41,0.057255,51.79,54.55,-7.795755,-16.712495
A03_30,-10.633774,-0.239581,6.613825,3.5019,-6.0513745,-0.454869,-8.03514,-4.9670245,-2.0976373,-3.690588,2.887409,-6.4662775,-1.81715115,-0.4474035,-2.31038,-1.909443,1.26086,-2.2655625,-13.374775,15.59557,1.481355,0.4347152,-1.19125,2.1327015,-1.3236655,-8.200349,2.9086845,-3.412312,-3.0476485,-3.032405,-2.047218,42.27,0.1902789,-1.4198125,53.27,-3.794645,52.41,53.31,3.85175,-3.726695
A03_31,-0.935353,-2.5032925,-2.16226,6.60492,-0.66706,4.172975,0.611785,0.3476405,3.70814065,1.7128825,9.873954,0.7428975,2.2103093,3.8727935,0.37564,1.0699265,-2.066135,2.0678635,-8.57797,13.54761,3.825131,0.5582511,9.020555,6.678621,3.859018,-0.732373,-0.181384,1.2576065,0.972093,-0.0583049999999999,0.8721235,43.375,-0.0995499,-0.5648135,59.24,0.88646,58.68,60.25,7.600145,18.178635
A03_32,-1.3868425,11.283374,-10.917285,7.71838,0.3436535,0.1954115,0.37309,7.400185,0.4054426,1.6497475,8.466843,3.3346635,2.31474515,4.1216735,2.29024,-0.8282715,-6.37436,2.07747,7.80068,11.404535,1.414195,-0.4521979,9.5203,10.2861545,4.989741,14.9959635,-0.925221,3.559132,-0.175812,7.191735,-0.0931875,43.72,0.6232536,-0.0821195,58.305,3.23506,58.375,60.58,9.41218,19.88091
A03_33,-0.7753245,-0.4179625,-0.483325,5.34672,-1.2463435,-0.725675,-0.90095,4.0999565,1.4420352,0.385169,-0.707697,-0.141227,-0.61929155,0.9299405,-0.37366,0.795684,1.98063,-1.7739545,-9.12217,4.04054,-0.903873,0.5235486,4.161725,-4.3432125,1.0138775,3.822198,-0.719023,-2.5130855,-0.1800385,-5.70137,0.1911935,42.46,1.0666841,-0.1922155,54.685,-0.858675,55.675,58.52,-4.74626,-6.136535
A03_34,-1.362739,6.840428,1.48429,-11.849185,-1.5593745,-1.8405855,-0.398935,-2.0022215,-1.10312165,-0.379025,-10.8459835,-0.5629965,0.3987021,1.7247525,-1.15383,-0.4139385,-1.8226,-0.0404535,3.606355,-6.820595,0.076854,-0.96444875,-1.93877,-0.8359335,-0.098504,10.4209255,2.3802715,-1.0587165,-1.3861405,7.688945,-0.275011,43.37,0.3745109,-1.7220485,56.135,2.26323,57.05,58.79,4.839115,-15.3873
