id,X6.azauracil.50ug.mL.3,Cadmium_Chloride.75uM.2,Caffeine.15mM.2,Cobalt_Chloride.2mM.2,Congo_Red.75ug.mL.3,Copper_Sulfate..1,Diamide.1.5mM.3,EGTA.5mM.3,EtOH..1,EtOH_Glucose..1,Fluconazole.100uM.2,Formamide.2..2,Fructose..1,Galactose..1,Glycerol..1,Lactate..1,Lithium_Chloride.100mM.2,Magnesium_Chloride..1,Maltose..1,Manganese_Sulfate..1,Mannose..1,Methotrexate.0.4mM.2,Neomycin.5mg.mL.2,Paraquat.0.75mM.3,Raffinose..1,SDS.0.075..3,Sorbitol.1.5M.2,Sucrose..1,Trehalose..1,Tunicamycin.3uM.3,Xylose..1,YNB..1,YNB.ph3.1,YNB.ph8.1,YPD..1,YPD.15.1,YPD..2,YPD..3,YPD.37.1,Zeocin.25ug.mL.3
375_G1_01,-0.437056,0.076805,5.853255,6.44605,-3.24785,-8.240645,-2.902235,-12.8409795,-3.72476,0.95391,2.179325,3.15893,-0.5969815,-11.751905,-4.4444065,-4.566644,-8.597694,-3.01277,-12.725485,15.49729,-1.2266215,-4.247858,-0.85471,1.651365,-6.0213,4.282675,-4.1070177,-1.3769185,-1.841685,3.413572,-1.64569,42.655,0.532146,1.085214,54.675,0.0639205,56.85,57.925,-0.848195,-6.124
375_G1_02,7.575175,11.2162205,-12.40398,-2.335905,7.045205,9.304595,8.93126,18.3743885,3.595175,10.50912,1.53915,-1.18693,6.406058,-3.90375,1.36355,2.294299,-9.7610955,7.258565,12.86097,12.10319,7.9140905,-1.017415,-0.608465,8.634175,3.64861,1.32747,-5.1463091,8.0946375,4.14508,7.688394,4.05215,46.845,1.18626,3.0823675,64.075,4.5501295,68.98,68.55,7.5137,-2.875505
375_G1_03,9.8927185,-10.936536,-7.53812,-9.908045,9.33744,6.776045,8.90391,-5.309381,3.767135,8.09948,4.175095,-3.18626,6.6589715,9.811065,3.479586,0.409783,-2.402419,5.607845,12.41946,-3.66936,5.975068,-2.761015,-5.43227,-0.45137,4.84141,-26.26264,-5.6598257,6.1348815,4.43755,8.686882,3.369395,46.78,0.5035535,-0.650664,61.795,5.6692335,67.97,67.865,6.80344,-0.212045
375_G1_04,2.4227705,5.923687,0.85823,11.277065,-0.2336,-0.24333,1.285075,11.4004455,-1.202255,1.168345,1.896315,4.0107,0.082372,-10.461065,-0.1219305,0.792143,-6.9737645,-1.636015,2.57245,9.839765,1.049934,5.5805275,1.803995,0.93851,-5.007195,4.442095,-5.37276265,2.2067705,-0.326415,-1.477182,0.24401,45.325,0.0115765,0.8913055,55.9,-0.899931,59.965,58.735,1.40638,4.23962
375_G1_05,-14.5129715,-6.64417,-5.042525,-6.702485,-13.23566,-11.227465,-10.588055,-15.499933,-12.13462,-15.62568,-3.830855,-0.19458,-15.5222165,-12.09611,-11.9711385,-11.9913735,-5.9968525,-14.251155,-20.823925,-1.567525,-15.736676,-1.0333305,-8.078435,-4.683875,-12.55888,-8.929435,-5.35327185,-13.2321925,-8.498425,-13.466629,-7.79243,36.33,-2.378002,-1.2847985,42.83,-13.859306,38.61,44.045,-11.159165,-17.71068
375_G1_06,-6.664161,-8.8310065,-10.659055,6.935685,1.530925,2.869265,1.111285,-14.516341,-3.81198,-1.072175,-4.053635,1.24217,-1.993662,2.46785,-1.572368,-2.0836565,-3.2846715,-0.311795,3.05863,-10.063185,-3.948674,1.2516185,3.84404,0.0582750000000001,-7.43144,6.55757,-1.58624405,-2.01108,-4.88661,12.3046855,-4.138165,41.6,-2.8172255,-1.1913325,55.495,-3.3644135,55.31,58.115,2.018365,9.124025
375_G1_07,8.6267015,17.8349865,6.681835,-12.05618,6.04361,4.48884,6.806015,-13.9675395,2.96354,6.921755,-14.275015,0.96641,6.69152,-7.71705,1.8902215,-0.075313,-6.2427625,4.441085,13.54382,9.427245,8.059674,7.836567,-0.91552,8.181305,6.007245,5.277045,-1.68956225,8.2019905,3.594445,15.483005,2.0252,48.06,-1.6161355,-0.9520545,63.915,1.3205995,64,65.29,4.17471,-15.028445
375_G1_08,1.743246,4.956468,-4.495215,2.171595,4.974885,1.38412,2.777595,19.74895,1.055235,3.536595,8.49226,1.24937,2.8960895,-6.48248,1.661069,1.3678405,-13.531945,1.08481,6.60383,-6.859025,3.513439,2.708179,0.05643,3.491685,-2.145835,12.849605,-3.9848378,4.971509,1.923565,1.537186,1.280305,45.95,-0.2658955,-0.08956,60.075,3.4285205,61.065,59.835,2.644435,2.85908
375_G1_09,5.154835,-18.451987,-13.5675,1.27709,7.17269,4.779275,3.6485,-15.524487,3.759845,5.577665,0.04108,-2.88607,5.8133455,-4.87977,4.2765285,1.9026595,11.5536445,3.10865,-4.550625,8.132665,4.9783745,3.861587,-0.883915,-0.766355,6.902435,-2.715735,-3.2829104,4.128529,3.753975,8.7962205,4.322485,47.155,0.48619,-0.864853,60.16,0.33882,62.9,64.03,2.782095,-8.94287
375_G1_10,4.3841385,13.1876805,-9.754695,-4.995945,2.399895,2.41223,2.010525,-15.5873325,-1.50661,2.01882,-5.30831,-1.85497,3.3139485,8.847935,-0.818737,-1.0684865,-3.8306975,1.55742,-7.41905,9.79605,3.491869,1.81648,-2.124235,-2.152795,1.495345,-0.58489,-5.22711465,3.745125,-1.422685,8.4450215,-0.99873,42.77,-0.335807,0.8807685,57.47,-1.353762,60.82,62.475,0.32504,1.641465
375_G1_11,1.9822015,4.2298205,6.98533,-4.82958,-1.774835,-5.79775,-2.318305,-14.5006515,0.88367,0.532175,4.31876,-2.25242,0.688789,7.681215,3.485474,-0.860908,4.931791,-1.655185,7.599035,-9.267605,1.0117825,-1.943327,-2.0803,-3.81938,2.1676,-3.916045,1.90407905,-0.668518,0.36954,-3.0866,2.25202,28.945,0.486623,1.1354285,52.835,-1.8116915,58.035,58.39,-7.588795,-13.26151
375_G1_12,-3.758197,-7.1012275,-6.679125,-2.96203,-6.602625,3.75955,-0.89462,5.1401805,3.069355,-1.752855,-0.468825,-2.00664,-2.020471,-5.146035,1.8086065,0.9913295,5.673199,0.695255,-3.503805,0.06207,0.4956445,0.119778,-4.179095,-1.859145,2.987065,-12.492795,3.2858317,-2.0258695,1.64533,-11.087526,1.907035,42.505,0.498855,-0.5552215,52.59,2.3189775,56.345,55.355,-0.70951,-16.46904
375_G1_13,0.9076445,-5.471985,5.45881,-3.456615,10.045615,5.336565,6.195635,22.7380475,2.225115,8.7268,-0.52692,-3.81078,7.317982,-2.559875,1.8388775,0.152818,-1.1083895,5.788475,-4.43735,10.98408,5.250521,-5.8489385,-4.341595,-5.555075,9.131795,4.486495,-4.8309479,10.622541,0.6751,14.918741,1.41902,46.38,0.426605,0.8324395,62.55,3.75909,67.59,67.235,9.52482,11.243645
375_G1_15,0.0579435,10.5265015,10.291495,-5.64797,-4.26264,-11.798015,-7.557385,1.753737,1.20481,-0.867215,11.86721,-6.47498,-1.2417735,6.686835,1.308035,-0.5532895,3.780427,-2.29107,-7.275415,7.670435,0.410151,-3.936103,-2.65231,-5.388405,-0.926275,-0.02045,-2.46958295,0.5172105,0.020745,-1.3257045,0.4019,30.425,-0.144627,-0.021059,52.945,3.9388905,56.125,55.415,-7.63325,-3.215915
375_G1_16,-11.7564525,7.63152,-6.63674,6.53847,-8.819245,-14.097235,-14.044435,-15.5263335,-6.968565,-10.66139,-8.041615,-6.8732,-10.637449,-17.991555,-4.4343365,-6.0275155,-10.446119,-8.903845,-8.118745,-9.726175,-11.5152425,2.252953,-10.581165,-13.908215,-12.948,-12.58309,-1.4621904,-12.370472,-5.77108,-14.9514305,-5.369715,25.35,-0.8505945,2.85461,45.385,-8.0251105,46.265,46.61,-17.848975,-17.630685
375_G1_18,2.171693,-2.8519395,-4.30965,-1.72673,-0.49448,7.880085,2.838365,18.214197,7.008945,1.7551,-1.124695,-0.54364,-0.274431,-2.709725,4.281019,5.0423665,-6.185786,4.2832,12.501685,-5.51679,4.2762935,-1.24226,-14.125035,1.85851,4.602075,11.9527,-0.38390325,2.652355,4.530595,-7.80654,4.090665,45.205,-0.611366,1.1210025,56.43,6.3544875,61.82,59.83,2.073885,2.33029
375_G1_19,-1.051828,5.058726,-6.70566,-7.71417,-0.723,-10.70233,-6.397845,17.791475,0.485935,3.282985,-3.296575,-1.59559,1.377486,3.988245,-3.1798655,0.0932395,1.6247625,2.810975,8.43653,9.15522,1.654041,-6.042066,-13.6749,1.93862,0.558245,-1.844365,-0.2794486,1.279019,-2.616295,-12.1515185,-1.112535,29.76,0.1320235,1.371352,55.69,5.7515015,58.405,57.5,-0.88168,-17.30286
375_G1_20,0.0105394999999999,-9.805387,-2.289315,-1.04724,4.006275,1.83842,6.05654,22.623286,2.561965,0.368345,-1.206365,-9.22909,-2.7671645,-4.773005,-2.116175,-0.386284,-2.0312015,1.75096,-3.498605,5.061295,1.033133,-6.4730745,6.690665,-1.63419,1.37871,1.62408,1.08138885,-0.2349415,-0.48768,4.2310425,0.004305,41.625,-1.0093225,0.3244205,57.33,-0.6315195,60.535,61.125,0.030675,10.31193
375_G1_21,-7.0024345,7.4891235,-3.527765,4.426895,-4.55704,-2.0459,-8.39268,4.0413655,-2.47614,-5.56156,-2.104185,-4.84185,-5.2658055,0.66294,-4.5001995,-2.6260305,13.467814,-2.892165,-10.37008,7.19256,-3.0564025,-2.636964,7.1331,-2.95704,-4.279365,-6.64949,-0.5785979,-5.2567835,-4.667715,-4.1932445,-4.134335,39.25,-0.915889,1.70932,50.615,-0.6423675,52.85,51.91,-4.498035,-17.183815
375_G1_22,1.8017565,2.2791475,3.032225,2.44952,0.21879,2.102265,0.931405,-0.76253,3.49544,1.95554,-0.586285,-3.6252,1.002628,-8.81813,0.771778,1.5496495,9.4075375,1.63237,-4.66028,-5.64458,3.0699825,1.806761,1.88701,-0.977425,2.166885,-3.475635,-2.65790005,1.972497,-0.57016,-7.2479195,-1.24874,42.115,-0.8130215,1.447754,57.455,2.856648,60.485,58.3,0.683945,-16.85131
375_G1_23,-2.504171,1.2956195,-9.77617,-5.018095,-2.480895,-30.249,-9.890485,20.5811415,3.418695,4.28674,2.646785,-12.01138,2.32942,0.531905,4.710001,5.5457695,6.7589375,3.873595,9.22844,-5.72864,3.542703,-10.38554,-7.72961,0.17393,-0.255345,-2.77549,2.73226785,-0.000812000000000007,2.242055,-10.952821,4.630145,28.9,0.8581185,2.2224285,55.835,5.485893,59.66,58.135,-3.73714,-12.674755
375_G1_24,2.683909,-5.262785,12.477515,8.7858,3.393685,4.04359,3.571405,18.455056,-0.73649,4.8142,1.875605,0.12639,4.2798245,-5.98146,0.017973,0.775628,1.678075,1.6626,4.382865,-0.616195,4.5806785,3.711922,8.682355,-2.69006,2.945345,2.78919,-0.82730375,4.403102,2.046555,5.5057645,1.730855,43.05,0.143848,0.255085,57.8,2.061658,62.94,61.785,0.36677,-4.472455
375_G1_25,0.4604655,5.0175325,14.640225,-3.282135,-1.54877,-0.19611,-0.322575,-12.402103,-0.08991,2.036095,-8.070075,-0.28022,0.4822605,8.010445,-1.229667,0.356527,1.7408,-0.43926,-8.101895,16.01844,1.345326,-4.2328475,0.028565,0.25441,-1.15658,9.868685,-5.1195461,2.693823,-0.347525,0.7424905,-0.154765,43.33,0.3203185,1.8868675,57.145,1.977549,58.52,58.065,0.57285,3.868245
375_G1_26,-0.8298135,1.9708685,-7.06507,10.56509,-2.36996,3.094665,0.431875,1.387777,3.56051,-0.307525,3.632525,2.44251,-0.713665,-4.15279,1.6558755,3.529254,3.9266705,0.575225,10.27588,-2.47912,1.8460815,0.726658,3.97372,2.21585,0.85768,8.11652,-0.6114441,-0.121666,1.67017,-0.88369,3.20553,43.915,1.5841205,1.335098,55.44,6.036719,59.54,57.365,3.76559,11.31761
375_G1_27,5.9557235,-8.711716,-10.667225,7.921845,7.984705,8.62743,6.119805,9.856505,4.646465,8.35849,4.546915,-4.22056,8.20129,-4.032205,2.274832,1.5302455,16.2331095,5.63654,12.233135,-6.17716,7.1910565,1.382518,0.31285,-0.26858,7.852105,9.491415,-2.12481575,10.245993,1.81257,12.0067415,2.713505,45.815,0.5125845,0.776672,62.45,4.18422,66.865,67.425,10.216335,17.584765
375_G1_28,-3.8518365,-1.6573135,15.39423,5.73451,-3.95474,-3.67557,-5.117055,-14.7344955,-1.533225,-4.74605,-5.566565,-1.99621,-2.094263,-12.093215,-3.1850535,-1.2978975,-15.274234,-2.70967,-9.24512,17.729115,-2.6149205,1.275373,-0.03102,-5.890505,-4.335175,-4.733065,-3.2238405,-1.535522,-2.93513,7.439931,-3.293915,40.61,-0.666597,2.897026,52.55,-1.2611255,54.32,54.23,-2.029655,-18.580095
375_G1_29,-8.6785285,10.6867155,-6.56824,-4.038535,-4.016555,-1.854665,-5.6966,-15.457239,-3.10632,-4.728085,-12.83133,3.38798,-3.1254585,-8.20146,-4.9347015,-0.1187835,-7.161937,-1.74503,4.335975,-9.489495,-3.989249,3.1584265,-2.9082,-0.00536000000000003,-0.183085,-3.73029,0.79891245,-4.188677,-2.43114,9.3714095,-2.86749,41.965,-0.380109,-1.54537,53.655,-3.7378365,52.48,51.995,-5.46202,-16.781445
375_G1_30,3.4484005,-10.3018235,-4.40671,1.90632,2.42307,6.13772,2.540585,24.3352175,5.89707,6.286445,1.800365,-1.0006,4.657844,11.250415,2.710387,3.0830915,9.9854065,3.918515,-1.58856,-5.082875,6.182005,-3.582952,6.253545,1.89766,2.615005,-1.10646,-3.98744505,4.1681255,2.713255,-4.53932,2.898375,42.205,1.1602275,2.4441605,60.8,4.846991,62.865,61.945,4.19814,0.45914
375_G1_31,-2.388057,-15.0127215,-0.6434,-4.72795,3.030145,6.530765,4.032895,-13.9342675,4.3819,2.48557,-2.76011,-1.8856,3.5263315,-4.14712,3.138391,2.7593535,-17.43486,4.750785,4.226015,2.6542,2.825437,-7.4002785,-3.130465,11.261115,7.8978,12.50374,0.64868815,3.238285,1.536645,15.06688,2.60715,43.91,1.1763775,1.678575,58.615,5.6682075,61.9,62.27,0.974395,10.929295
375_G1_32,2.302104,-0.5507755,2.15847,6.80588,0.54634,4.1286,1.161825,21.5920315,1.39106,0.054495,6.60156,3.09519,0.25438,-6.16277,2.0746635,1.322351,4.6555415,1.192585,11.164585,5.410015,2.275995,1.508125,3.07933,8.323975,2.70104,6.896375,6.98600085,1.448802,3.56404,9.3601055,2.57845,42.39,-0.0881575,2.2802195,56.03,6.0034315,60.31,58.845,-2.17417,7.348845
375_G1_33,1.003182,-19.984976,11.21091,-12.650225,-0.647765,-3.24867,-2.38405,-15.5358875,-1.91714,2.862255,-6.928025,-4.98564,3.4854165,-8.00206,1.850539,1.362421,-12.9333125,4.000555,-7.851495,-4.764005,1.064598,-6.2640705,-6.67319,4.440685,-2.588585,-2.45537,0.55486985,0.716688,-0.727485,-6.7883045,1.644515,30.54,0.5373945,0.8555925,55.82,1.7678595,58.96,60.15,-0.576115,-12.86944
375_G1_35,-5.278845,-11.986261,5.650585,6.13966,-6.679315,-5.90838,-6.225955,-6.4044205,-6.82992,-4.677255,4.798445,4.56549,-1.7557085,2.63845,-3.3932605,-0.718787,-5.73142,-7.34356,-13.41916,5.21293,-3.0263085,4.549363,4.820325,0.941255,-6.78423,-4.70293,2.9581968,-7.318296,-4.88601,5.6275315,-4.10586,41.575,-0.569304,-4.9459765,49.785,-6.0102765,49.785,50.23,-5.370735,-17.453415
375_G1_36,1.0950895,-4.6625045,-7.245455,3.500015,3.08463,8.40608,5.70932,-15.2443965,5.63132,3.08072,-8.777585,-1.03929,2.012245,-2.19673,1.94823,5.1328505,-12.3294925,3.69265,0.07758,-1.15444,3.369244,-1.393752,-1.23212,0.353625,4.564145,10.88547,0.5973698,3.4696395,1.878525,6.2671395,0.942535,44.23,-1.454976,0.7651175,58.82,-0.409695,63.57,63.3,1.30036,-12.803355
375_G1_37,0.2456515,13.5257235,6.41461,-7.54238,0.85361,-1.079945,0.522975,-7.651171,-0.33418,-0.843195,-1.37369,0.60171,0.6676615,7.993655,-3.329436,-1.8271105,-2.010487,-0.95446,-8.14746,0.76779,0.314713,-3.065792,-1.81961,1.30156,1.50977,9.46966,-4.5353992,2.8622025,-3.25953,14.6500725,-3.65201,39.72,0.659019,1.039019,55.4,0.579058,59.13,59.115,-0.76081,3.913745
375_G1_38,-0.115987,7.9771185,2.08159,9.109045,-3.903115,1.62055,-4.1225,10.697047,1.088585,-1.69898,5.50196,5.82729,-2.222914,-7.09113,0.4836645,1.263104,11.402303,-1.46509,-5.60699,-5.17626,1.5426695,5.6283215,4.76759,-4.76855,0.374945,4.586135,0.7180364,-2.6419605,0.37366,3.2026085,-0.069125,41.28,0.5217795,1.478234,53.575,2.4882515,56.64,54.03,-0.768135,-16.312865
375_G1_39,-1.5439445,-17.2917435,-2.08188,6.73137,6.918655,3.66025,-2.13671,-6.20138,3.528485,1.83359,-16.86566,-7.58515,2.663123,-7.841585,4.505795,3.2035255,-10.05626,3.840255,17.232385,-11.37531,2.33901,3.88961,5.755735,3.542355,4.303345,-14.059135,2.7476335,2.0557515,0.65095,-11.767094,0.91916,40.595,1.926446,-2.4920395,56.51,2.8882275,54.765,57.345,-3.819205,-11.90756
375_G1_40,-5.9847525,0.716224,-9.52922,-4.041545,-1.75899,-3.745155,-5.373725,-14.8401185,-4.53161,-3.49319,5.182575,-0.45233,-4.7211705,0.82855,-1.090474,-4.6949425,9.569093,-6.561135,-9.039155,2.03301,-6.6458345,-3.343571,-0.762975,-4.297635,-2.843305,-4.857185,-1.53337135,-5.0730955,-1.356525,-4.714233,-3.53417,36.575,-0.9877885,2.36818,52.96,-7.81562,49.82,52.885,-7.77731,-6.078265
375_G1_41,-0.00558350000000007,20.0381945,17.04321,-6.02838,-3.3048,6.98578,0.19102,-14.005551,-0.920605,-0.02339,-8.42712,0.79763,-0.574137,6.534835,-0.5843555,-0.3175035,-6.802436,2.81636,9.841385,7.51417,1.195405,3.2059755,1.67102,9.058805,-0.79817,9.205705,6.70776535,1.638741,-0.20837,8.634664,0.70456,40.605,0.6349775,1.1163345,56.045,-0.1445315,58.92,60.005,0.514895,5.774435
375_G1_42,-8.9276835,3.712176,-8.392645,6.859935,-4.903675,2.711415,-6.985785,-8.7195825,-1.688,-4.772835,-1.95768,1.11251,-5.017675,9.449455,-4.055768,-0.9028495,-4.160731,-2.61348,-6.264965,2.95907,-4.0362945,-1.5701165,-1.17994,-2.58771,-4.3857,5.671235,-0.0498335000000001,-2.9450765,-0.107235,-4.698644,0.888665,40.305,1.988132,0.4534485,50.63,3.9085595,53.985,52.215,-1.01519,-1.49085
375_G1_43,3.459995,-9.3889655,-4.987645,2.646045,2.80478,3.669325,1.37376,3.866544,3.602465,4.45847,-7.06496,-2.68956,5.7420005,-4.028285,1.1217225,1.896932,4.9111315,5.089615,-2.97245,7.12535,5.9820995,2.166179,2.637005,-5.605305,6.428975,2.90642,-0.9786984,4.795438,1.3024,5.087125,1.764875,43.21,0.3404975,1.0774865,60.475,2.0708015,62.835,63.79,5.541285,-13.87211
375_G1_44,1.97683,4.955837,5.085525,3.98859,-1.019655,7.797685,-1.31501,20.6833165,3.84417,3.90386,10.623375,-0.31839,3.0964035,-3.51237,1.623768,1.358888,18.6311245,2.360435,-2.3383,2.99298,4.116764,3.368465,4.050795,-2.858705,7.710295,1.551115,-0.01026785,5.8550295,1.484895,6.3020195,1.977745,44.915,0.9269725,1.6383055,59.015,3.668455,60.215,59.975,4.25057,7.31779
375_G1_45,-1.8785745,-2.333251,16.42824,6.177635,-4.07204,-1.537,-2.96839,-4.926902,-2.43708,-1.74816,6.77871,3.6184,-4.3457525,5.021665,-5.6079495,-3.929151,1.182359,-3.83714,3.545875,3.82972,-0.789531,1.288098,-3.33253,-6.511135,-3.65866,7.03342,-5.9277635,-2.608708,-3.67994,-6.714005,-3.11486,39.855,1.716723,2.24833,53.125,1.904406,56.66,55.27,-3.95522,8.1579
375_G1_46,4.999364,9.274644,-11.835165,-5.19047,7.469225,5.851375,6.48404,-0.3899435,3.057925,6.17596,-10.839225,-0.55471,6.1231685,-5.021305,1.4398905,0.5258325,-10.1883005,3.284485,-4.375835,17.22663,5.2146715,0.60578,2.41745,0.534765,6.65446,6.888225,-3.8101713,6.483814,0.805675,10.114306,0.33566,44.205,1.0213855,1.532351,61.235,1.0876475,63.34,64.62,4.3444,8.255295
375_G1_47,2.5633745,10.9002415,14.48986,3.62072,-0.1468,4.771805,0.53091,-13.9194945,2.608815,2.255385,16.63366,2.80569,1.2983015,10.209975,1.488496,-0.912757,12.320719,-0.45362,-6.66372,8.267425,2.6316705,3.35547,1.77318,2.04311,5.185735,8.29263,1.66110895,3.6359525,2.444715,4.217085,0.928755,42.22,0.909001,0.951299,57.42,5.0538605,60.4,61.33,-1.856245,8.922055
375_G1_48,-1.2565905,9.3893775,19.2259,4.92501,2.42243,7.12921,0.06233,11.217938,0.24713,3.27698,8.767495,1.21055,4.8841635,-7.17298,2.2273055,-0.351431,-9.1008155,2.58636,12.288905,10.11843,4.8963095,5.1501745,-0.421985,-0.82234,-0.185685,4.48597,1.3668644,5.2970365,0.63367,9.91675,1.35919,46.325,0.4231045,1.81702,59.155,3.868257,60.02,58.15,1.33581,17.947155
375_G1_49,-1.401689,-11.891332,0.5716,4.79304,1.23646,2.659865,-1.355935,-12.0786875,-3.30353,-0.787185,-10.944355,-1.97565,-1.026117,7.970095,-1.3545425,-2.539508,2.00193,0.92321,-10.2691,3.03591,-1.1760915,0.292533,-7.01804,1.887315,-0.98089,2.8851,-0.00856669999999998,0.9125315,-1.71277,-8.697172,-1.857645,40.705,-1.037259,0.4409535,54.91,-2.3207505,59.415,58.69,-1.39473,-8.865125
375_G1_50,-0.7593565,0.985364,14.394975,5.928305,-2.697575,-1.398205,-2.38557,11.344499,-2.054045,-1.70117,7.18908,0.42659,-2.405596,-9.24403,-0.471704,-0.803133,-10.161677,-2.19888,-8.25416,19.67929,-1.67052,-1.767008,-0.76596,6.635575,-1.08723,6.092355,-2.86342995,-0.97332,-2.31897,11.9882225,-1.35794,40.81,0.3354155,1.088282,54.815,0.9828175,56.635,56.34,-1.1117,3.142675
375_G1_51,10.63733,2.164083,-1.946335,-3.63199,8.18484,4.17566,10.5046,35.5327555,3.678265,5.548505,-3.641565,-1.19584,6.433658,-2.852135,3.9120535,3.436466,7.389926,6.113265,9.460795,-9.35336,5.248121,-4.98498,2.833335,1.60286,7.62847,-2.260925,4.3934126,5.798101,1.276045,13.127193,0.82657,44.505,-1.859321,0.095226,62.425,0.2524185,66.56,67.76,10.041055,4.235445
375_G1_52,1.7399115,-2.5857105,-0.564765,-8.13516,0.20036,-0.77532,-2.6334,-8.236641,-3.199715,6.16767,2.93216,-1.78235,10.3041975,-6.219005,1.493044,-0.718245,2.6905965,1.212285,-11.23166,-9.18168,10.2449995,-1.3535775,-9.16664,-3.242255,2.451705,-1.38706,4.2446219,3.01958,-3.850355,-4.2902615,-0.775355,30.915,0.517946,-2.457655,56.94,-1.5761255,62.215,59.415,-7.053395,-7.405575
375_G1_53,-4.239613,8.497099,-11.410905,-0.67924,-3.109455,-9.835275,-8.407595,22.2828965,-0.653095,-0.97695,2.407325,2.63629,-4.180033,-8.3052,-0.433016,0.095018,-7.320124,-1.816285,-7.12373,-1.82328,-3.559752,-2.216474,3.51624,4.067325,-3.406505,2.04299,-1.3987127,-2.9256265,-0.300925,-12.582719,0.822595,29.655,0.9449405,0.952141,52.82,1.0827395,54.4,53.295,-3.438995,-0.35038
375_G1_54,4.386452,9.830309,-13.62282,6.216795,7.921645,10.07607,7.95007,-14.179914,7.038835,5.596995,-0.74268,-2.93254,5.1575005,15.332005,6.987003,5.6121955,-1.5165105,6.266145,12.506345,11.011805,5.926619,-0.5681835,1.70611,2.27394,5.82045,-5.90716,1.5905212,5.118737,4.954315,-10.1382445,4.84012,46.23,-0.576915,0.4779815,63.45,3.7015225,65.125,63.43,8.74223,19.404965
375_G1_55,4.6578225,-18.279234,4.0366,-8.01518,5.30253,9.49306,3.317015,-6.995606,7.4392,6.27135,-8.729915,-0.01281,9.890875,16.960335,7.6719125,5.8977305,10.538592,7.609205,1.43077,2.528685,10.18727,-0.3639265,-2.611635,14.23062,10.810635,16.68558,0.06928085,8.1274355,5.99338,16.2749445,6.1775,47.215,1.3464595,0.875554,62.06,9.9566455,65.29,64.875,1.8005,-2.151515
375_G1_56,1.3719615,-0.6781775,4.058635,6.85825,-2.086115,2.291295,0.833365,13.3194095,-0.889575,-0.53645,11.496065,1.47637,-0.926519,5.08345,2.084477,-0.7684535,7.288183,-2.38936,6.68398,3.072525,0.2662005,7.678636,5.898885,3.00416,-1.28892,1.910785,-0.9800535,-0.062469,0.256845,-4.1939735,-1.18449,40.955,-0.8861065,2.719926,54.725,0.6067005,58.375,56.025,-2.634065,5.139585
375_G1_57,7.5785165,-5.7395805,-2.71185,-4.387945,6.95871,7.057605,7.010145,17.963492,1.613865,6.354665,1.40195,3.08025,5.726536,-5.776645,1.3528595,1.058635,1.901689,5.04723,-5.357195,-3.770375,5.1910375,0.310124,0.58206,9.62877,5.1667,11.490765,-0.69277645,8.7018735,3.54245,12.686242,2.880265,45.355,0.2705455,-1.2838745,61.89,2.3897715,64.49,65.835,8.78918,18.13009
375_G1_58,2.862867,-1.00175,-2.76229,1.74467,4.213695,6.484555,4.811975,-15.095213,2.92253,2.102535,-0.97567,-2.81587,3.250241,10.50734,1.248495,2.4328565,5.671659,1.72719,-3.770835,5.315145,3.4107545,2.0853545,-4.716235,4.4435,2.740755,-27.282575,-1.5647684,1.6486025,2.33698,-13.34199,1.410435,41.6,0.159408,0.740373,58.64,-2.244315,63.075,61.78,1.427485,16.18269
375_G1_59,-11.2730845,-0.0617189999999999,-8.482985,0.55608,-9.257035,-20.72781,-6.88342,-13.61617,-12.171035,-18.15206,-11.675515,-3.72922,-20.186912,-14.98321,-11.6268815,-10.0333215,-0.7697475,-20.720895,-13.123655,-9.632205,-19.582839,-7.676327,3.273575,-10.892355,-14.813735,-8.514155,7.49138605,-23.9865305,-10.65144,-0.851939,-9.552995,30.03,-0.4255535,-2.2587195,35.9,-14.1707265,47.29,47.46,-20.574355,-17.919825
375_G1_60,5.328504,9.735762,-15.476995,-0.893625,5.228345,5.65464,5.499875,7.460862,3.013365,2.246375,-23.0086,2.29521,3.3595905,9.929435,0.673048,2.760754,-16.889427,2.11054,12.09509,0.450515,2.5874915,-0.437461,-4.4145,6.306255,6.199225,11.74691,-0.8860012,4.606898,1.42629,10.4080435,2.325195,45.4,-0.6491485,0.744597,59.41,2.6092205,64.38,64.155,4.41824,1.96144
375_G1_62,3.437349,14.1116435,-1.69116,-5.089515,-0.95742,5.891485,0.69207,-4.992828,1.33673,1.09382,-11.313585,1.86516,2.3890645,7.857,0.9869325,3.2300245,20.790195,1.820705,14.26686,-4.570175,3.935525,6.613496,3.2597,-2.01606,3.81637,-1.98321,3.5317321,2.344782,1.691005,8.4727165,0.953755,43.765,0.2933215,0.4286,58.925,-0.6341205,60.49,60.3,4.567445,-15.789385
375_G1_63,3.157615,3.7933205,-13.84566,-2.29862,0.67754,-0.527215,-3.659255,-10.6940165,2.21277,4.209955,2.648095,-6.96924,3.830678,6.63262,3.1090135,2.0452315,-2.0954745,3.703765,-6.527075,-2.777935,2.986481,-0.380604,2.23801,2.59575,3.19439,-2.107815,2.6596514,2.9783065,1.65216,-18.852202,1.041975,28.75,1.013946,0.7576545,57.975,-2.2235755,60.555,60.51,-3.345405,-11.619715
