A	B	intercept
-0.0896284782690512	0.0896284782690513	-0.319990400939835
-0.0896284782593703	0.0896284782593703	-0.319990400939835
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939834
-0.0896284782593716	0.0896284782593717	-0.319990400939835
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939835
-0.0896284782593706	0.0896284782593706	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939835
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939834
-0.0896284782593715	0.0896284782593715	-0.319990400939835
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593712	0.0896284782593712	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939835
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939835
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593706	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939835
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593706	-0.319990400939834
-0.0896284782593705	0.0896284782593705	-0.319990400939834
-0.0896284782593711	0.0896284782593711	-0.319990400939835
-0.0896284782851663	0.0896284782851663	-0.319990400942939
-0.0896291315299239	0.089629131529924	-0.319990479560592
-0.0934424356301565	0.0934424356301564	-0.32053894454727
-0.0934427237703329	0.0934427237703329	-0.320538996565996
-0.0934427237747742	0.0934427237747742	-0.32053899656677
-0.0934426283763963	0.0934426283763962	-0.320538978257045
-0.0916432005045894	0.0916432005045893	-0.320263988139476
-0.0856376915613142	0.0856376915613141	-0.319862854196938
-0.0856372777145784	0.0856372777145784	-0.319862828321747
-0.0856372827362702	0.0856372827362702	-0.319862829267475
-0.0879061208116907	0.0879061208116908	-0.320427003550468
-0.0879061287409104	0.0879061287409104	-0.320427006535102
-0.0879061518493704	0.0879061518493704	-0.320427005585932
-0.0882270528285786	0.0882270528285786	-0.320348472794521
-0.0882270359311114	0.0882270359311114	-0.320348469157471
-0.0882270359303706	0.0882270359303706	-0.320348469157311
-0.0882270359303709	0.0882270359303709	-0.320348469157311
-0.0882270359303709	0.0882270359303709	-0.320348469157311
-0.0882270359303709	0.0882270359303709	-0.320348469157311
-0.0882270359303659	0.0882270359303659	-0.320348469157311
-0.0882270358737665	0.0882270358737665	-0.320348469156579
-0.0882263001457619	0.0882263001457619	-0.320348459641951
-0.073483182530122	0.073483182530122	-0.32008794661562
-0.0734823898192084	0.0734823898192083	-0.32008792911851
-0.0734828324169433	0.0734828324169433	-0.320087948647548
-0.0880979724684724	0.0880979724684724	-0.320746024268931
-0.0880994046309176	0.0880994046309177	-0.320746102202299
-0.0957422666230698	0.0957422666230699	-0.321278764826656
-0.0957423408221709	0.0957423408221709	-0.321278770296093
-0.0957430009816928	0.0957430009816928	-0.32127891698081
-0.0969925646716326	0.0969925646716326	-0.321654551619907
-0.0969926140637534	0.0969926140637533	-0.32165457603853
-0.0969926480457897	0.0969926480457897	-0.321654566421218
-0.0974331201639862	0.0974331201639862	-0.321352180680652
-0.0974331005657402	0.0974331005657402	-0.321352113765269
-0.0974331005640986	0.0974331005640986	-0.321352113759668
-0.0974331005640986	0.0974331005640986	-0.321352113759668
-0.0974331005640983	0.0974331005640983	-0.321352113759668
-0.0974331005560304	0.0974331005560304	-0.321352113759995
-0.0974330011682313	0.0974330011682313	-0.321352117802591
-0.0841692182704374	0.0841692182704373	-0.321545405391866
-0.0841691546693135	0.0841691546693135	-0.321545405189775
-0.0841691546559599	0.0841691546559599	-0.321545405189733
-0.0841691547808505	0.0841691547808505	-0.3215454051921
-0.0841696462129968	0.0841696462129968	-0.321545414500596
-0.0895067384685443	0.0895067384685444	-0.321621363437429
-0.0895074004029091	0.0895074004029091	-0.321621369235052
-0.0895074004060568	0.0895074004060568	-0.321621369235333
-0.0895073628372643	0.0895073628372642	-0.321621380254928
-0.0868640961142324	0.0868640961142324	-0.321686913073283
-0.0868639254560247	0.0868639254560248	-0.3216869114183
-0.0868639254379578	0.0868639254379578	-0.321686911418012
-0.0868638964348037	0.0868638964348037	-0.321686909895016
-0.0807352291933903	0.0807352291933904	-0.321365084889255
-0.0807355221003961	0.0807355221003961	-0.321365090084473
-0.0965697848988281	0.096569784898828	-0.321628064750733
-0.0955836394201785	0.0955836394201785	-0.321332520465938
-0.0955838219885516	0.0955838219885516	-0.32133250821257
-0.105415542603597	0.105415542603597	-0.321904275566556
-0.115022154238315	0.115022154238315	-0.321852527114595
-0.115022546395732	0.115022546395731	-0.321852517706179
-0.115022546404645	0.115022546404645	-0.321852517705965
-0.115022546377424	0.115022546377424	-0.321852517706571
-0.115022487191319	0.115022487191319	-0.321852519025348
-0.10930129669111	0.10930129669111	-0.321866891754453
-0.102236627349273	0.102236627349273	-0.321327088190623
-0.10223600715177	0.10223600715177	-0.321327043484181
-0.102236007054297	0.102236007054297	-0.321327043477155
-0.102236007038263	0.102236007038263	-0.321327043476941
-0.102235909312809	0.102235909312809	-0.321327042175631
-0.0953777485009207	0.0953777485009207	-0.321215379517562
-0.0953775448295855	0.0953775448295855	-0.321215375646468
-0.0953785428601192	0.0953785428601192	-0.321215414207763
-0.133436520665048	0.133436520665048	-0.322609257935156
-0.133436752108808	0.133436752108808	-0.322609265881479
-0.133436752117075	0.133436752117075	-0.322609265881763
-0.133436752096682	0.133436752096682	-0.32260926588397
-0.133436616151735	0.133436616151735	-0.322609280598854
-0.128139877671614	0.128139877671614	-0.322976420909471
-0.115260880844465	0.115260880844465	-0.322388747373049
-0.112330616700585	0.112330616700585	-0.322511297744
-0.102407589776805	0.102407589776805	-0.322269299393775
-0.102406400052639	0.102406400052639	-0.322269264183713
-0.102406399975042	0.102406399975042	-0.322269264180074
-0.102406499098747	0.102406499098747	-0.322269260010405
-0.109729589963797	0.109729589963797	-0.321635132920923
-0.109730167088852	0.109730167088852	-0.321635022668246
-0.109730167130142	0.109730167130142	-0.321635022660357
-0.10973016713111	0.10973016713111	-0.321635022660857
-0.109730181034898	0.109730181034898	-0.321635029864639
-0.109754152481353	0.109754152481353	-0.32188660172147
-0.106261610409716	0.106261610409716	-0.321977681889223
-0.106261402921342	0.106261402921342	-0.321977682581291
-0.106261402920506	0.106261402920506	-0.321977682581178
-0.106261449384255	0.106261449384255	-0.321977681680535
-0.115994625010244	0.115994625010244	-0.321627413517444
-0.115457947486389	0.115457947486389	-0.321343268867248
-0.115457692380882	0.115457692380882	-0.321343196346228
-0.115457692329848	0.115457692329848	-0.321343196331721
-0.115457692329847	0.115457692329847	-0.321343196331721
-0.115457692329847	0.115457692329847	-0.321343196331721
-0.115457692329847	0.115457692329847	-0.321343196331721
-0.115457692329847	0.115457692329847	-0.321343196331721
-0.115457692328269	0.115457692328268	-0.321343196332286
-0.115457623526464	0.115457623526464	-0.321343220961848
-0.113067992152554	0.113067992152554	-0.321771862247053
-0.116581994178292	0.116581994178292	-0.321650474502181
-0.116583671493948	0.116583671493948	-0.321650441314901
-0.121604446220832	0.121604446220832	-0.321567975231241
-0.126939074446653	0.126939074446653	-0.321472773916256
-0.126403330922712	0.126403330922712	-0.321165856296439
-0.126403343148186	0.126403343148186	-0.321165851149119
-0.129336157792381	0.129336157792381	-0.320964313102343
-0.129336171923147	0.129336171923147	-0.32096432070644
-0.128134478174608	0.128134478174608	-0.321221142645541
-0.128134211359813	0.128134211359813	-0.321221177794561
-0.128134211345368	0.128134211345369	-0.321221177796464
-0.12813421134537	0.12813421134537	-0.321221177796464
-0.128134211351138	0.128134211351138	-0.321221177796234
-0.12813460221235	0.12813460221235	-0.321221162187015
-0.131617556711552	0.131617556711552	-0.321032024478051
-0.131618115016098	0.131618115016099	-0.321032073086559
-0.14310509738363	0.14310509738363	-0.322353134299787
-0.143105222871596	0.143105222871596	-0.322353151781431
-0.143105222909246	0.143105222909246	-0.322353151786676
-0.143105222909247	0.143105222909247	-0.322353151786676
-0.143105222909247	0.143105222909247	-0.322353151786676
-0.14310522290807	0.14310522290807	-0.322353151786769
-0.14310517288384	0.14310517288384	-0.322353155745327
-0.139626460217528	0.139626460217528	-0.322544839618334
-0.139625820253607	0.139625820253607	-0.322544787424579
-0.128138431124433	0.128138431124433	-0.321221592461518
-0.128134211211521	0.128134211211521	-0.3212211777966
-0.128134065272053	0.128134065272053	-0.321221174855162
-0.11751329949912	0.11751329949912	-0.320988107414094
-0.117513112977012	0.117513112977011	-0.320988103030338
-0.117513169269646	0.117513169269646	-0.320988106540356
-0.122800933609068	0.122800933609068	-0.321330994617839
-0.136623013383396	0.136623013383396	-0.321492510195555
-0.136623000114063	0.136623000114063	-0.321492509605157
-0.114684985253056	0.114684985253056	-0.321053124764578
-0.114684388252156	0.114684388252156	-0.321053111276435
