PS	PH	EH	GYrad
6.13084480030613	8.11356924121495	6.65254306125068	5.69931051196451
6.83347742746407	4.93240841959295	5.73286366615946	6.16700501685173
5.04845587396719	5.79776444663311	6.73571266624635	5.6265688049026
6.52069709441619	6.31629917154835	5.23916541416321	7.87179139279637
6.43849537036231	5.42716181566004	5.8791441617187	6.56141034247187
5.62399934448539	6.43397960255595	6.60854164280986	5.70332040393012
6.04005049876209	5.73915491916114	4.75931363448833	5.72268242507775
6.17088986940612	5.79639195739503	6.79743038643328	5.51379125433537
4.77605892157245	6.29969015163838	5.57073372208972	5.75325134073282
4.89371049838719	6.26615158145922	7.32983702450054	5.67896996950669
5.80552858361671	6.09224281971212	6.73587144793428	5.75077929866577
5.11286972832851	5.55136091581861	6.07787193031366	4.58089681846087
5.50256586204698	5.47349594169044	6.43316609365377	5.59599361839989
7.1177675476344	6.35465996506337	6.46301458997644	5.80369206035111
6.12326801640361	6.7804622066134	6.14384689665522	5.47091921179905
5.72623672450385	6.95682233861439	5.46383195067798	6.3146037743405
5.78835097950555	5.53802033695231	6.61501228081079	5.37976415218929
4.84616733694512	4.89989592980336	6.42063981598408	5.32007711830875
5.42812610443336	5.55643732796801	5.97156172855215	5.08503607648056
4.74529640148964	5.83817775325241	5.5577159425143	5.8875163764891
4.87023025317082	6.00894221388374	5.41655829707519	5.49515806543196
6.93906994317519	5.77105984710435	5.60731470680559	6.25270382546417
6.02691968057875	5.45110704078811	6.38619604752755	5.9157025396924
6.16332494145374	6.99682134829572	7.04600010265248	6.25740395541936
7.43972660545454	5.20153421001639	5.20700075193762	6.45460594605145
5.21978375003057	4.9258403301507	4.99792059713957	5.10464367375887
5.49948920417775	6.10994231567	5.45314669829885	8.32120653523909
6.02718047958684	5.6179273707417	5.4169484132452	5.41972129382468
5.0766221200872	5.68625483644527	7.66249473106646	6.6010344160865
5.5852851471323	5.4727310984508	5.11419308086613	6.62132763897921
6.28733485610871	4.78983232306644	5.48753014375792	5.84391006262329
4.77933433212227	7.13319099344155	8.19394124113227	5.09275814280004
5.15607937396422	6.3272185346717	5.94670581162199	5.91988812437955
7.41009477728271	6.02087255038525	6.4421274014931	6.19883677525448
5.44621124156926	6.24569371260663	5.02281476040031	6.15459845695126
6.22901084321696	6.32214755897832	7.07607683628367	7.37546863570588
5.45786078723999	6.31572814051886	5.77672059288345	5.17668185289674
6.65099194965132	5.50860395774409	6.79831772473982	4.82911498478805
5.20597841105247	7.50213954459227	6.09246028365118	8.07268022989652
5.54694425302553	6.24263690500982	6.37549049882322	6.69743631888805
6.04615071951369	5.65919556150921	5.89262522440669	5.81541260285236
5.94010082519395	6.2598634438602	6.58261203161019	6.37293901110756
6.04268275216835	5.94641581026287	5.54962959566668	7.4440225771074
7.01720398768947	6.25813722816849	5.22407040532091	5.9174392498605
6.64055948696577	7.23635417878702	6.21073451081237	6.18236116528954
5.98947692341841	6.48579121103731	7.16752270271749	5.85562774565049
6.63437878336815	6.44312281383481	6.34618947426548	8.58312880909774
5.89616746617126	7.39600702114897	6.83538467595435	6.80893509912238
6.69471255262637	5.70440891250792	6.45638527198043	5.60947118911403
5.92559538986821	5.99573876168498	7.04931740102524	6.64196928107457
5.87005105168653	5.78007495918386	6.12700195182666	5.83866592285677
5.48738744992333	6.71812154717113	6.5766886945949	6.82113371506095
5.46454390183908	7.38110765135448	7.83239220640295	5.95941806788955
5.8056799241405	5.7121978603882	6.45550341933622	6.30163073553567
5.58498455658364	5.96278526133688	6.21381244156159	6.67724161595227
4.84808323793059	6.32128167881433	5.46082313616425	6.66766359922046
5.02146370698518	5.04925321765382	5.25845852391253	6.24283020075366
4.64910957197956	6.21546014121279	6.7616425675663	5.55535135531981
8.02673816299694	7.02712060776702	6.15224097099775	4.92016063198231
7.5984416086232	4.90178352386094	5.23229541504322	5.32469259016304
5.50973054327238	5.06271714478812	5.69815541051513	5.95665545912777
5.8102050849256	6.62464867941259	8.0906100631587	4.96648870014467
8.00968753805568	5.62519272580157	6.05921475207932	5.845109757399
4.89990787681336	6.5045733239036	7.55639197940192	6.09406688802162
4.52750663696103	5.29770605021861	5.6746883092557	5.89835411521932
6.09229254471264	6.52267277846422	6.16229850587239	5.86621832365835
6.63784742239355	5.64603325183498	5.9311142822643	5.49655393235178
5.5271769354561	7.10121409325626	6.98196245766634	6.64808562043895
5.75001961501625	5.31868110037772	5.87952391903466	6.28993390038258
5.51676250746763	5.2423660273536	5.44389661368922	6.46572231171895
5.76074220183905	5.10099107561828	5.41835513754781	7.09248547577853
6.6170276085163	5.27536886063585	5.84205271362849	6.08509658640735
6.50703625092496	5.98111734799216	5.5356653496017	6.80368534019655
6.6553870752354	6.76700021497581	5.5798933590201	4.93303488037548
5.35758973349535	6.03976127000509	5.85812123161597	5.23407597518512
5.83310358962253	5.72866774903126	6.64569535918723	5.44369678266808
6.06454864077801	5.87226810407242	5.8468798725566	5.21121882118955
5.71032964273947	6.58296127635444	8.8969815271425	6.0563875447019
5.55179121903179	7.01597329728324	6.38020361399881	6.36551608007004
5.32558962937576	5.19868571534997	4.8683862791226	6.00814198304863
5.17828907477359	4.80867486016446	5.8241986034656	7.10872485336856
7.03528180489968	5.23903805456833	7.16421255746768	5.95374473329522
6.37383613783282	5.62804588740914	6.98130457622954	5.40838319224665
5.7601681523496	6.02392403373664	5.90414834621989	5.57460811043183
6.37218559687711	6.08184016766035	4.88033009830986	6.09524010180571
5.13277873875759	5.82303276618117	6.52088139718818	7.32715541866902
5.99383679315841	5.32138288337364	5.01986927301697	5.25533799957906
7.27094184767914	5.87618736652834	6.85465196428358	6.69769496668803
7.63965555505022	7.81971563709808	5.95168226108384	5.03324333364263
5.44709681356784	6.10237665101234	7.17412575243169	5.417637208602
5.88404785882009	4.70946706224555	5.56520817720516	5.67902022319857
5.98755071033506	5.37880426501642	4.52262920863737	5.6777037230956
5.58713289125351	5.82486029854307	5.28186121719191	6.27788917636827
5.47600771315042	5.30583111112535	5.40037504071312	7.13617309338682
6.52142296705458	5.24230181547075	5.15523635337331	5.81981053577059
4.94216623084693	6.4401339206654	7.44291147591184	5.76439192269547
6.58505693675493	5.3602782274345	6.76937988066569	4.92393166241096
5.61386906035411	5.48285761266461	5.29069095982187	6.0243094140334
7.65998111334863	5.88368926776941	6.09023217840209	6.13309369517366
5.83526031698299	5.37470138145326	6.38724628375504	5.43281407235394
6.84692562697132	6.88145258755777	6.72381547680677	6.20499124382531
4.99718470165941	5.67408003453066	4.99548584930862	6.03022369414461
6.02409815687396	5.9391609600731	5.10954728900774	6.86042834225353
4.33691283872582	7.24430065104679	5.92074125951062	6.14577883035979
4.32187555918316	5.54395931890661	6.48277759322057	6.17787175573036
7.34837916313121	7.06068339205445	7.00143535601717	7.42492835230947
6.62407836161532	4.95601345207196	6.56458496623591	6.33082368620459
4.73613583442987	6.95388708576775	6.04501084403462	6.9475610660592
6.60669013715911	5.74919425433147	6.41533085277115	6.02472782491271
6.29194502685856	5.40306382512762	5.27402656281654	6.22881322547768
7.00609750544869	6.45685091341081	5.8499671084086	6.65288959576336
5.18236244672589	5.1826192090826	6.49737432890866	5.91236497448518
6.74252638469354	5.7384778152434	6.37037393698262	6.53132252838763
5.82208257533549	5.68842776829362	5.57126446655636	5.99251219360819
7.07280825701966	6.11215560257306	7.53215396783053	6.1886594395849
6.282356495799	7.7564866233471	6.09765973107195	6.11014725654073
6.70535918644383	6.19462166601962	5.63547723066101	5.94128953486817
5.45083912097416	6.72627172451366	8.18452335809192	6.47114838430309
5.92951534156587	5.0410368415646	5.99733661858488	6.51507884829305
6.02229129665856	5.97327537726545	6.67949114577091	5.41892580360497
5.28832039086953	4.81122288727521	5.16761599098836	5.41275813567986
6.45103875186413	5.16890504519429	6.28415503377223	6.38359789297042
5.40697361438805	6.21295641843668	6.2439626892865	5.43531237071303
6.09301085738529	5.82149343774016	6.31411548980126	5.91051839752124
7.34369576698473	6.04133403844432	6.09360467047671	6.25810219539607
5.85794753546166	5.32699725022245	5.0693761943598	5.61905457917871
6.40973651587012	5.45392724249353	6.0649724120297	6.19884833819608
6.15790259238892	7.29156831135324	6.91219225177188	5.10940769181073
6.33311025354219	5.51673654475052	7.42523551084591	5.72232076972008
6.18228832275594	5.12733512478713	5.80599290525835	6.18636736612575
6.95579536355578	6.39526613392661	6.16109661643741	6.27528969082396
7.31355637858473	6.63619932072475	8.46301200152437	5.37761722690187
7.03812529297948	5.71341212930423	7.11834454556719	5.58309286857539
5.38276244727168	5.13460975326945	5.33584913097496	5.94311879301496
6.011499653008	5.27396086375995	8.9597117198394	5.62187015291745
6.09437138752833	5.68376504952833	7.20588265226413	5.11214924603342
6.03171498194573	5.08132665241327	5.40733648762385	6.39804013746057
6.21237261467599	5.545564818866	6.8686372877236	6.23288623963926
5.62471829489228	6.08508546680658	7.13279531735798	4.81530263441041
5.48978905258148	6.36637769229078	5.83777890412941	5.3221495800741
4.76083672397481	5.53453122543669	5.76366614741007	7.36604775908557
6.04905413026103	5.49684808265814	6.11984314063446	7.61594142490415
6.12439536270952	5.94572663302327	6.16777485530173	5.66849606135787
5.33835529856009	6.89769089404792	5.50358548632109	5.54330575642546
5.85353016064234	4.58464257055348	6.44954944990082	6.05377322141959
6.88262665177486	6.57670349600508	5.29685040694406	7.67053026686857
5.52757496221155	5.96084991473525	5.97394599820074	6.37391017490727
6.44195797200263	7.22618025183263	6.81573510543973	5.21259094874483
5.59542438549542	4.92585589486463	5.74356557341477	6.10929923805934
5.94934546506311	6.36003284715895	4.72792018761823	5.59861919467777
6.13297959035756	6.89092686241084	6.18289149970127	5.32432732459784
7.20237201535815	5.6333557556282	7.14481315088301	6.2640909372949
7.58940307339139	5.78225093444995	6.62201850925446	7.68410892341748
6.47574752587352	5.84069849486297	7.22031049440965	5.35398744496905
7.07516318046587	7.83122906945724	7.99411783690775	6.42142919863317
5.52694541971516	6.04736988927648	6.59828917395885	6.08428494510449
5.19303855194522	5.43968070891339	5.53106026454005	5.99985329567994
6.39967646241754	5.04177394233922	5.76528992340172	6.55597222662641
5.12998739764974	5.71040059021146	6.15796629040454	6.26083329450798
6.65470890681748	5.49220248042811	5.82083656928066	6.48151558258962
6.00237345410861	5.82244730851094	5.72583145378242	6.90868582543116
5.30841088174096	7.83031951987261	6.0846115417305	6.45445207883806
4.6745902220032	5.12626440411265	5.77987853590886	5.63907280340138
5.27459390567678	5.3197995143296	4.87169101264511	6.89748204464024
6.16501078968034	6.26557700759112	5.13063451843454	5.83334368858193
6.14637455556778	5.7511417487578	5.48425977963865	5.86907007398046
5.52821288686105	6.63345355921176	5.4673159407818	6.01074578225682
5.13517172987893	6.98653368170863	6.4125769425763	5.64696771447687
5.98942939586558	5.42373373646098	6.27809786163183	5.99609325080571
5.25400200896082	5.2082981911431	5.51776538017459	5.3707403232307
5.82774892176888	7.16956815447274	7.44595912846541	5.36483110637629
4.95879483673955	7.22410691551343	8.27389959858133	6.26256687576662
4.98990753551164	6.69011039920554	6.20884192997606	5.54542065708671
5.28769251813154	5.09320407505063	5.34022767731111	6.07587970688286
7.04701202191492	5.03887840489583	5.30280998264713	6.77278578393519
6.53885630657498	4.71367882776024	6.79900843021022	5.44407368070027
6.17501489142612	6.05293657275038	6.07038673404614	6.77462960188776
6.83150835687085	7.15951373554509	6.94160906680961	6.58777335938071
5.73259205522093	5.8690491272044	5.93812634561298	6.05938888880119
7.04483329433183	5.48205376918053	6.82752080519388	6.77637483132917
5.48369061627144	5.5800596702625	6.24778427650692	7.56040379858226
5.51644083039109	5.9971217659315	6.82083469382646	6.36653164268884
5.03385697197459	5.16619012348808	5.86961608942904	6.30963462250157
7.05643684342115	5.55585315940332	6.19225589855022	6.26776460760498
6.25494436654122	5.0952744398198	5.89724772803352	5.70783391088713
5.21365796187652	5.11082998480393	5.61263867058743	6.26674439710788
6.87519775125187	5.65286613874852	6.6136425616317	6.35157004404257
6.0806888950217	6.16896950918438	6.89134514161289	5.13114537976406
6.39548338427926	6.15751235256521	5.65427627452585	7.53776298556999
5.34737180632909	5.33994673942171	5.03811539377707	5.37224518480376
7.25745226627801	6.17863798502035	5.80388398963989	5.77823274388437
5.72778343771194	5.48482591457775	6.18987935878028	6.71278701750742
6.28863423073032	4.9295315625779	5.04529268742947	6.23266585240363
5.72568231576246	7.03548328456692	6.00791113342982	5.699065749651
7.44267834069182	5.65163435368373	5.20112477940405	5.81572679763499
6.29874301109886	5.92209405479617	6.64333112028271	7.67408548780767
6.89297908379431	6.46491667056279	6.20883459066262	7.21357790430657
6.33797702729483	5.4628488427462	6.40197989547347	6.33192799068999
5.90619195271843	6.78299473504643	5.81563101511985	5.58988322259462
5.15790023724621	6.97702075076772	6.33759939598419	5.06701500234106
5.86658700996164	6.42620077514117	6.33835414900586	4.91544561063242
6.13336895225592	5.38020546828949	6.06717557559696	6.23658425709578
8.24763331051521	6.77414060203805	6.90835215513898	5.39923929733237
5.51620249629722	5.86982003576312	6.84618199047152	5.21248476310589
7.12081891009126	6.5621866915919	6.87621958990929	5.11247146488524
5.53702305934488	7.65830251119375	9.61184531552792	6.19929018379542
5.77245874424662	6.00275579218433	6.53722118989001	6.54519303456375
6.10663403811336	6.01773477718477	7.84573336601278	5.86426897184245
5.33372536076358	5.2423023897621	6.49125063482341	5.82096099062353
5.85446804960504	5.86724988858744	6.31202304898542	5.84301927135566
5.96756980990147	7.83109865372893	6.95002109621331	5.11991626350425
5.56732912711664	5.22280346913609	5.69365861674822	6.23585232206567
8.27896659833958	7.13728514549931	7.23631346087887	5.64219478775511
5.48327787994844	6.79833511828451	5.6321404178201	5.53878531106918
5.6590454340973	5.73169824439189	6.89641851762975	6.9353278592015
5.70943304082981	10.3824386965741	9.29824933172391	6.1066789710126
6.58444429020914	5.84579740995255	6.47342939487674	5.54864661953656
6.23737506580523	5.70709223871252	6.88605920415653	6.80088893154467
6.17580138673868	6.02717735525874	6.44536633156948	6.52484075021442
6.35290887893017	5.50738043298279	7.28761115036935	5.4070735047996
5.22715387846018	5.67560855509318	5.03969481409044	6.37124811702903
6.40381566479878	6.03577333941933	5.48807771521439	6.03531752321908
6.3477158049386	6.90665518503732	6.10439896247328	6.68950914153335
6.04715635232595	6.15107561160582	6.54381837760996	7.24221689790894
4.89113187846027	5.94281788242691	5.44288892867617	5.89384333238266
4.64087370383879	5.53046350788229	6.6465127112146	6.38809624773358
5.64786718111041	6.84074945974571	7.02535156819774	7.29082298689295
5.89714189042261	6.95972009583222	5.41896805806126	7.57834420273581
6.04086053843791	6.13341486973822	8.34711885603922	6.59235421077604
6.32521488458025	5.67079440285698	6.22372519199501	7.0899346093041
6.77001104289418	5.49107081035416	7.47295948805486	5.08227139206867
5.94732901167532	6.59499509368227	5.96335328352581	6.47099393876693
4.91317764680261	5.9876531645259	5.3809763914736	6.32044186228974
5.96146811770047	6.05471970512562	5.69160296291585	4.8991639473439
6.55515232769019	6.61041878441624	6.63756772484304	8.07276202295029
6.13398285087408	8.31353159229943	6.06988846172025	5.2313052622236
5.50740351742741	4.6745986807953	5.26225174010791	6.05492371481731
6.76052741593453	5.46894271006961	6.27869043105785	6.24036972837461
7.12979031363707	5.21200965936753	6.74014229733819	7.10316038950219
6.18770962080635	4.92076369878907	5.87809074879497	5.99383559595094
7.15046589445674	6.15667146566795	8.23382237967129	5.95000547273874
6.10617859509483	5.39391567098634	5.60521000919945	6.10797581028321
5.7246111010249	5.96696380529927	6.83577475752628	5.41759595193933
6.44334378418622	6.28450600100058	5.31854771161208	6.10751649138052
5.56158548273639	6.34084652427928	5.82209643738168	7.53104197743095
5.57949107967328	8.63866942115621	7.70004219377456	5.9071642905415
5.80370732137172	6.40817130536867	5.54674626137522	5.62695948679208
5.55761326377624	5.5369233559686	5.55465738281193	6.75600154705945
7.09069162721591	6.17353853682075	6.34948472055818	5.54417872216094
5.97861355017817	6.37116674918589	7.10095251925865	6.7673834748905
6.10763894957129	5.9081129792655	7.49655165210366	6.34477707158435
6.2800030527093	5.45009509509904	5.10823222890735	5.78651246781234
5.14876172904097	5.43850180837694	5.56980669582178	5.70166099089415
6.41799769248852	6.05679631596965	5.69630028420524	6.81765510651125
6.66990478307685	6.10971518610304	5.81367853335849	7.53968477629837
6.73323714412475	5.75555360928541	5.33879255289574	6.88076327466823
6.02682330168161	5.1095329220584	5.90676086514937	6.86646832294931
6.65069726894206	6.95839256380052	7.02866562654577	5.24534555467637
5.61381830267165	6.30906640600156	6.07299271133542	5.55478196038459
6.27036186985652	5.68061347225308	5.61175401626944	6.30552198684751
5.26396276262084	5.31669898882094	5.74372985037057	7.25266100995469
6.94349642545594	4.7578234966326	7.46447722034874	7.22368701924461
4.96809401095212	5.79465597533565	7.06380801808741	6.31073522834249
5.57288100863368	6.16745805089996	6.15799947423218	5.4398375876712
5.53512312863193	7.23013367870581	6.35616805145739	6.57876234960514
5.18376565488446	5.29955930189945	5.07177229402922	8.05586005201826
6.26947752288244	5.62353038273261	6.08332894011901	5.00932706471801
5.42146928320577	5.46771016101087	5.23533319827522	6.26820936383266
5.64544016139349	7.55257659091864	8.23326516837492	5.06364744876517
5.85704662020514	5.71543714657056	5.14985439786066	5.17876652642489
4.97858878846735	6.1352767646631	5.84511664172494	4.77451909635359
6.38403494981601	7.64930511893412	7.47484146261179	6.2689979410806
5.54831560164527	6.35784729396838	6.71167987696851	6.07942052335492
5.19000692826611	6.08465907739605	6.18817438207643	5.60205317971796
5.80384825306883	6.89690769277726	6.01780848085846	5.55356119581552
6.76432547134528	6.51904507540621	5.27558748643901	5.41771356680874
5.55900777387203	6.34757063670219	6.39574592993976	5.81970020737335
6.52897787995103	6.37302579744521	6.18604616103175	5.98027622935245
6.41269309685129	7.5551786237834	8.74000224286309	6.17667051816342
8.0648992141338	5.20056970058795	6.80464578855253	5.53030067959538
6.32355994115794	7.11326223960673	7.35218937239772	7.30168805840164
6.29538958197695	7.22534086193925	7.22803168686535	6.95180334438957
5.07928266075958	6.57906677042164	7.08204259961929	6.13287945075546
5.47580393121899	6.42288441898262	5.38721828524875	6.79917148635442
5.53734761485013	6.88055548231624	7.20881901778172	4.76324416171793
5.70052764053407	4.98406240028774	7.48195018911773	5.01571675297494
5.39781122105571	5.81536388004816	6.05150580340691	6.12724472964658
6.2347871375243	6.34324935445774	5.74064270453009	5.05830240027047
6.21308909378463	6.99659915891259	5.02473748569425	5.51672623064923
4.75442187146101	6.64356680382618	7.69350785953098	5.43260285180223
5.35190011053051	6.33266222103398	6.83579667745311	4.9624979562206
5.56119214441497	6.4509914583419	8.16414758148295	5.28433592778215
6.03765810730392	6.3070971409435	5.97279135202311	5.48896289925752
5.61533315897134	5.14482030399395	5.38546782541291	5.73764466403361
6.57870349442036	5.86312252171566	6.4569293436038	5.91041278104987
5.31535905933786	5.91349875042484	7.37391009590003	5.8947305200427
5.64038261193911	8.37564769575362	7.11537596305259	7.04444327837171
5.77696506617612	6.75109291488685	6.27846213617413	4.77741912279343
6.27166457584957	4.84877403721299	6.28594497546573	7.3824973847704
5.22124384963992	5.91735310043017	6.46948932771761	6.4166285565523
5.56676862326413	6.05922664765782	6.34956818592409	5.7884765691998
6.13357428297934	6.60233508940158	8.03642159049821	5.31285620526343
4.81261832402329	4.57282978705871	4.9024608390733	5.89198935702351
4.563644146318	5.21294105721568	4.65441915960707	6.07648772527721
6.87265379699205	6.72929092819099	6.74325283901984	6.79925036030781
6.59277388292543	5.73471381416993	6.08726505912068	5.96843782326366
5.63461210587634	6.05549927746631	5.55634970229796	6.92885301816108
5.24019944642669	6.67027697445625	6.05316537485417	6.50022372390166
5.32297825684268	4.77327415055611	5.41698582438389	6.54789284454185
5.69941929685225	5.67347074837366	5.65577101164113	6.84222856814587
5.80834770467639	5.84247221756383	6.83739540148434	6.30415294956775
5.05367369365731	6.69198424677787	6.15539968033674	5.28736778236233
5.90503656149564	6.60879551716862	7.58220043148205	5.57852395948149
6.48115941067307	5.47981873885313	5.8229830622704	6.39575450101822
5.66866079441001	5.94168708477805	6.56832075408482	6.5131491030641
5.291178578118	5.44681382900397	6.25173740024813	5.29808835497271
5.64459900990282	7.36553198845147	7.97776405567626	5.56193029787524
7.31387659081098	6.08603302720142	6.12711811122814	7.70356696210599
5.34737766121174	5.86473648545233	5.09737255908886	7.84255670915778
5.59635271772053	5.5049331389982	7.49693967019132	7.18198697880873
5.58446692063918	5.90835389965123	6.44365169775182	5.27653450062815
5.5660329634823	6.01130469269321	6.81221927072622	4.90193258345637
6.32460440590908	6.43277499878223	5.92088756345478	5.83327138717993
5.4697170118009	6.3251792841675	7.26893456353875	6.68162600061862
7.65404040030734	6.54832269232799	5.84393594665604	5.24683131687681
8.46500367234628	6.30630003593166	6.2578117500071	6.79273312980133
5.59777317802458	5.87041329486984	7.10623204799506	4.99807827112354
5.58100638515057	5.82983280361821	6.48446362531697	6.83515254390428
5.75019519863652	6.0146225502776	5.92006682115851	5.91317620430656
5.07763863053733	7.77882195360254	7.61290403989797	5.37138336244727
5.22633602458895	6.39705197938751	7.6990943061498	5.82911953244049
5.67001492844061	6.19736763574691	6.76295695923104	6.00970787918224
6.02297928136778	5.38745050874878	6.57320306170515	6.8551009114441
5.80962277910003	5.5302915196601	6.47426547000553	6.12015201414168
7.23470805908907	6.04165824665087	5.7291308233495	5.77139360655681
7.27484720822487	5.699046160984	5.47745446777094	7.67008064191576
5.13059952558426	5.24642871364491	5.14159305854985	5.07503778255233
6.3566007423452	5.47683980814905	6.79985013527143	5.30866494172145
5.03035610121849	5.22129616260084	6.21833837172766	7.10232234450274
7.25098056079831	7.41558375617415	6.98324504879908	5.55869824961336
7.16854206583266	5.91605197453533	6.02691204615151	4.91332148697335
7.26488865538534	5.96105140666653	6.16996543867027	5.93112999373368
7.95760957387452	6.58555268461839	6.46317039524533	6.52192710147161
7.70468622875587	6.58242254438064	6.27118733666491	6.07947926285108
5.06257745665881	5.74345558408486	5.99876118824422	5.55772834280379
6.73821245226077	5.83822365891466	5.65691208905573	6.18229462936335
5.55875140240754	5.38464655108867	7.25727386873658	5.98152319053297
8.26020806555744	6.31606527899939	6.73563880689	6.14621019651008
5.60069129236843	5.15464022648143	6.97067521897231	6.74124724918604
8.07661455720667	6.66105582492037	5.56448987373411	8.64626282520045
7.09727079024523	5.98381848577599	6.6422954202498	6.06581422592683
6.5972442429224	6.8422505498494	5.85677467193735	6.30601254482152
5.36649459546402	6.95426183224062	6.36912748934538	5.82733250038936
4.72798263511433	8.12837421477312	5.07684261307069	6.10873897602126
5.68344902609348	6.10649898212766	5.19705593442036	6.58332391409713
4.83563438489313	5.74006806498124	6.70371265476331	7.79681842713134
5.89543586160984	6.78394690772377	6.60854413328301	7.39818025001646
6.66693665212079	4.82960704597649	6.48474192766134	5.66275575529046
6.29484905099	5.23978824356706	5.5247356763913	5.40356202946626
4.76916445663352	6.43385362116193	5.68534934040159	6.09400712000013
6.29588905619831	4.87947175766719	6.10208431608175	5.21306374684913
6.64997461727753	8.56896726420101	10.9572790343503	6.15510526893145
7.23855056201944	5.179046302726	5.21994921342214	6.73465481009519
5.56141162665776	6.49546401356929	6.28912003072165	5.29873593085354
4.52690460573258	5.2754689911718	4.96721279808482	6.47705706412554
6.11889626612243	6.81620224603081	5.87493295192632	5.46054641631653
4.92948116509999	7.66589467638417	7.88450827874755	5.48077532199775
5.3518302391881	5.6140327918044	5.72926767639989	5.4994114440954
6.04089666212093	6.33820469195927	6.01113956740039	6.16622225036035
7.39222981123548	6.25403917148735	7.6059794913713	5.42706995914946
