sample	AA	BB	CC	DD	EE	FF	GG	HH	II
1_94	7.35309042036758e-08	7.35309042036769e-08	7.45448176900077e-08	2.54513135477055e-10	8.17280016585314e-08	7.53399280919703e-08	7.45447976006032e-08	0.999999471217845	7.53082919437005e-08
2_6	7.35309042036748e-08	7.35309042036748e-08	7.45448176900077e-08	2.54513135476983e-10	8.17280016585117e-08	7.53399280919725e-08	7.45447976005894e-08	0.99999947121776	7.53082919436855e-08
2_11	1.70228027248353e-12	1.70228027248353e-12	2.29474139271995e-09	2.54303004711867e-10	0.999999836164036	1.1991388366861e-10	2.16693402242099e-09	8.1859402880004e-08	7.71372940722478e-08
2_14	7.98033011385773e-08	7.98033011385773e-08	7.35452398972484e-08	2.5107603203986e-10	7.66137227715965e-08	1.19386632819839e-07	7.35452348403101e-08	7.5313263494325e-08	0.99999942173822
2_15	3.49785906906427e-05	3.49785906906407e-05	3.42521790966466e-05	3.06109858808606e-06	0.997996240738498	1.46381341039355e-06	3.29323520232483e-05	0.000920453510165001	0.000941639126841648
2_28	0.50048047468439	0.499519445221673	3.15967897667339e-12	1.13352803025297e-14	3.40058396774963e-12	1.68324738252055e-09	3.10637739097377e-12	3.40106804695781e-12	7.83976148347818e-08
2_46	1.48004016798671e-06	1.48004016798673e-06	2.27448493992928e-05	1.01366639845546e-08	3.04087950758165e-06	6.04479181304239e-09	0.999921059291178	2.25634387421095e-05	2.7615279385698e-05
2_54	0.499970159321825	0.499970159321796	2.14373654533131e-09	9.58562735324191e-12	3.12516070698281e-06	1.14103072689479e-06	2.10666024967665e-09	2.87723813167048e-09	5.54080277137263e-05
2_59	2.33218820220223e-12	2.33218820220223e-12	1.09650803380242e-07	2.91854234122745e-10	8.1031682591956e-08	1.23897921573929e-09	0.0155142901793606	8.1898258674184e-08	0.984485435704411
2_61	0.0310651479368635	0.96893470820401	8.94953079919054e-12	4.26910650752186e-13	1.28073125902715e-10	6.34167068094916e-08	8.67533233449765e-12	1.28312496890523e-10	8.01679884607976e-08
2_62	7.98047254579634e-08	7.98047254579634e-08	7.35465646174308e-08	2.5108055891136e-10	7.66137321780662e-08	1.19463551473793e-07	7.35465595604014e-08	7.53134239638584e-08	0.999999421655641
2_67	1.04424391333939e-09	1.04424391333939e-09	4.29185090348415e-06	4.53234845505691e-06	0.998097143262585	1.43664676648117e-06	4.76947403922341e-05	0.00092063045980925	0.000924268602607863
2_68	0.499999929034577	0.499999929034577	8.94925423711935e-12	4.26897077975712e-13	1.28069054049857e-10	6.3411503091331e-08	8.67514020494763e-12	1.28308417220211e-10	7.82449016649735e-08
2_71	7.35309042036748e-08	7.35309042036748e-08	7.45448176900077e-08	2.54513135476983e-10	8.17280016585117e-08	7.53399280919725e-08	7.45447976005894e-08	0.99999947121776	7.53082919436855e-08
2_73	0.968985785909832	0.0310141339962186	3.15967897667339e-12	1.13352803025298e-14	3.40058396774958e-12	1.68324738252055e-09	3.10637739097381e-12	3.40106804695786e-12	7.8397614834784e-08
2_76	0.969042318952022	0.0309575991176838	3.15695805925249e-12	1.13255206275378e-14	3.39765605000456e-12	1.6818974057131e-09	3.10370184879147e-12	3.39813971272955e-12	8.02353420793165e-08
3_11	0.948836779783924	0.051161506942873	3.47857855616522e-09	2.53583425318496e-08	7.60880913920211e-08	7.45575738763576e-08	3.37179711480245e-09	1.43470385532568e-06	9.57149690271072e-08
3_12	0.958832772456834	0.041167059590037	6.96487906635601e-12	4.98347124488428e-11	1.49504056425134e-10	7.40291407376116e-08	6.75155131810506e-12	1.4978348151975e-10	9.35611784055744e-08
3_16	7.35926670046382e-08	9.81235560061835e-08	4.97382883437136e-08	2.54726873211001e-08	8.17966370399645e-08	7.54031974204697e-08	4.97382749396217e-08	0.999999470763169	7.53715348050812e-08
