sample	ind_lod	fitted	resid
MAGIC.10	0.0559233995546207	42.2353831125256	6.26461688747444
MAGIC.100	0.112995927217142	43.9863975717977	7.44360242820235
MAGIC.102	0.0233484912128957	46.0739612603296	-4.32396126032957
MAGIC.103	-0.167597524712199	45.6937281359042	-9.24372813590416
MAGIC.105	1.8302638273322	22.9188502330312	-10.4188502330312
MAGIC.106	0.125010761159513	43.84249126051	4.65750873949
MAGIC.107	0.0539554244533595	42.2336786908784	-4.80367869087845
MAGIC.108	0.0245618269006431	44.1624687841717	-4.66246878417168
MAGIC.109	0.106056121767245	43.8434974754531	-0.143497475453088
MAGIC.11	0.0772836056081464	41.2120161340018	-4.96201613400177
MAGIC.110	0.100033934945827	43.3893712197694	-0.389371219769359
MAGIC.111	0.0942832566186559	42.2287556721356	-0.898755672135636
MAGIC.112	0.0343737703096555	45.9903826988311	-3.99038269883106
MAGIC.113	-0.1160173797834	43.1749785394774	-10.1749785394774
MAGIC.114	0.17446614702827	45.6937281359044	11.4762718640956
MAGIC.115	0.057441364786461	43.3893712197694	9.21062878023061
MAGIC.116	0.123180413353081	43.7481998937383	2.82180010626169
MAGIC.117	0.154026569444048	45.6937280664505	12.8562719335495
MAGIC.118	0.122364281494746	44.1587516111282	7.34124838887177
MAGIC.12	0.121938908516712	43.8512148765646	5.49878512343544
MAGIC.120	0.677025452224299	22.9188553642844	3.18114463571558
MAGIC.121	-0.098673054058103	43.9863953854732	-8.81639538547317
MAGIC.122	0.15182546945804	45.9906352657936	0.509364734206365
MAGIC.125	-0.0601688910058582	43.8330247956798	-7.83302479567978
MAGIC.126	-0.0524337642997447	46.3242753070263	-6.32427530702626
MAGIC.127	0.00246894041089961	39.5737241154555	5.5962758845445
MAGIC.128	0.0831095794403269	42.5032898460705	-2.2332898460705
MAGIC.129	0.0925025271969492	44.7344288556458	12.0155711443542
MAGIC.130	-0.0348793527190415	43.7483022306577	-7.09830223065774
MAGIC.131	0.076787709970783	46.0739611948048	-2.62396119480477
MAGIC.132	-0.016358996260636	41.1619682530292	-10.1619682530292
MAGIC.134	0.0941513990847579	41.5144431866486	-2.01444318664856
MAGIC.135	0.0591348980279971	44.1624687846364	-3.16246878463645
MAGIC.136	0.00939415788836661	41.2117699943366	6.93823000566343
MAGIC.138	0.0174089889493561	39.5737241154553	5.02627588454466
MAGIC.139	0.109556019384911	45.9607492075846	-1.36074920758463
MAGIC.14	0.185597136219183	45.9901797692826	2.50982023071737
MAGIC.140	0.200302778190098	45.6551339901144	5.94486600988559
MAGIC.141	0.0504458999348617	43.8424901829584	-3.67249018295835
MAGIC.143	0.0879641525922047	45.6925970387603	-2.09259703876027
MAGIC.144	0.0917921935318571	43.3893720652845	-1.18937206528448
MAGIC.146	0.203782360432762	46.3242753062974	13.1757246937026
MAGIC.147	0.0656272468859939	41.1617972455082	3.78820275449182
MAGIC.148	-0.246013879812397	43.2043697767183	-13.3543697767183
MAGIC.149	0.0217991143451388	43.8424912601789	-4.94249126017886
MAGIC.15	0.0951019540719214	41.2120663779154	0.687933622084564
MAGIC.151	0.00893575307954419	43.3417590290142	-5.84175902901424
MAGIC.152	0.0975163278234074	42.2287415820623	1.52125841793774
MAGIC.153	1.59635699488764	22.9188502330314	-7.08885023303136
MAGIC.154	-0.0580322763243627	44.1624687846363	-7.49246878463626
MAGIC.155	-1.36699218100915	46.0739612486671	-25.9039612486671
MAGIC.156	0.0142652683001543	44.1624687846364	-5.06246878463642
MAGIC.158	0.121924333208335	43.9146795244886	1.61532047551138
MAGIC.159	0.113664256928028	43.3432610806685	2.4067389193315
MAGIC.16	1.33257836603428	24.7298627210491	-6.55986272104908
MAGIC.160	0.06680492478672	41.6019895786368	4.29801042136316
MAGIC.161	-0.173104513177793	41.2117704317493	12.8382295682507
MAGIC.162	0.0994686141776525	43.8424912605045	-0.712491260504478
MAGIC.163	0.168071889740554	46.0739612506556	1.25603874934436
MAGIC.164	0.116160119099026	39.5737241154555	-0.673724115455499
MAGIC.165	0.111729201726714	45.9906365055074	-1.29063650550736
MAGIC.166	0.0904939463853198	41.211769994425	-3.51176999442495
MAGIC.168	0.0900330702473774	43.7481998937175	-1.39819989371746
MAGIC.169	-0.123981683323675	43.8424912605097	-9.6424912605097
MAGIC.17	0.061591895488608	42.228743801472	5.87125619852797
MAGIC.170	0.0974571948052976	41.5144479569199	-0.514447956919852
MAGIC.171	0.278285927348556	22.9188502330313	6.8311497669687
MAGIC.172	-0.605652840264387	44.1624687846364	-18.6624687846364
MAGIC.173	0.0673243834727767	43.9570164093209	-2.78701640932092
MAGIC.179	0.121651652773943	43.7481998937175	2.25180010628254
MAGIC.18	0.0987769695040396	41.1617972455082	-1.91179724550818
MAGIC.180	0.0507115914526622	41.1617972455082	-6.99179724550817
MAGIC.181	-0.125964757726656	41.1618035367844	-13.7318035367844
MAGIC.182	0.012748236888964	41.2117773168194	6.78822268318059
MAGIC.184	0.0309742540414539	43.9843515436557	-4.48435154365573
MAGIC.185	0.995540017249409	22.9188502330312	-0.0188502330312197
MAGIC.186	1.25912366825691	22.9188502330345	-2.9188502330345
MAGIC.188	0.118024447279191	43.7481998937175	5.50180010628254
MAGIC.189	0.864719992860509	22.9201775829821	1.32982241701786
MAGIC.19	0.100033688489936	42.5030132310897	1.84698676891026
MAGIC.194	0.0970530920097889	43.8330247913509	8.16697520864906
MAGIC.196	0.0865992138669639	43.2050997010727	6.66490029892727
MAGIC.197	-0.0104047839546892	43.7481998937175	-6.24819989371746
MAGIC.198	0.126446198391464	43.8429931240862	3.75700687591379
MAGIC.199	0.207841143771829	46.0739612562369	4.09603874376313
MAGIC.2	0.0887805030417674	43.833024805648	-1.50302480564797
MAGIC.20	0.523143411203488	22.918864973075	4.63113502692498
MAGIC.202	0.152132248228497	46.0739611510189	0.426038848981079
MAGIC.204	-0.0434672019914905	43.7285001799477	-7.39850017994771
MAGIC.207	0.113035718223822	43.3893712202944	3.98062877970555
