sample	AA	BB	CC	DD	EE	FF	GG	HH	II	JJ	KK	LL	MM	NN	OO	PP	QQ	RR	SS
MAGIC.423	2.26140621403323e-10	1.25921301196315e-07	8.80110759919854e-08	1.68748799961135e-07	1.01315026263682e-05	2.29541295651682e-06	1.99563137294012e-07	2.81700535320292e-08	1.52888506109457e-06	9.47227705311017e-08	0.99998348631535	2.68861574701729e-07	8.77744107119172e-08	2.59898095601214e-07	7.3484565470466e-07	8.7774413625146e-08	9.42509659527379e-08	1.41994109680869e-07	1.7712150875216e-07
MAGIC.424	1.80105425449628e-09	5.08186977788432e-07	3.92574057294079e-07	5.08869551641995e-07	1.93578928229217e-05	0.000349886530089216	5.09132784864155e-07	8.51981956407656e-08	1.97366452189714e-05	7.5219808049974e-07	1.61924126194678e-06	0.000719612938810769	3.58352157639194e-07	1.33469377799554e-06	2.29464739510703e-06	3.57844594800349e-07	7.50921088229314e-07	4.63513309453519e-07	0.998881468818772
MAGIC.425	7.11640813372521e-10	0.999516310655118	2.13513662430521e-05	3.98581094159195e-07	1.90406337448389e-06	9.07829776708322e-07	4.32803256092477e-07	4.73296886792283e-08	3.0499088841057e-07	1.88692772902494e-07	0.000384308729116479	2.25200066580522e-07	2.13513666573098e-05	2.99048023153084e-05	3.04990304419564e-07	2.13521729137494e-05	1.88252053648662e-07	2.36245201607308e-07	2.81217515143651e-07
MAGIC.426	1.57069298654523e-10	1.40426783267965e-07	5.34628031010833e-06	8.65443213304162e-08	8.69225674246366e-08	8.69209573563976e-08	8.72482904099665e-08	2.06413890188815e-08	8.6918742592968e-08	7.83424292158834e-08	8.69798965544948e-08	7.86758769159649e-08	0.999983417795167	1.39175247876841e-07	8.69816652691427e-08	9.90932105100724e-06	7.83432225794739e-08	1.03712682347462e-07	7.86123303426066e-08
MAGIC.427	0.999999899789108	8.13619743578523e-08	1.8587798100245e-10	2.27580387428177e-09	3.03816677736017e-10	3.03826180519857e-10	1.57732279215753e-09	4.45718658007632e-11	3.01292829476477e-10	9.82104792131073e-09	3.04276388241783e-10	1.79414592995723e-09	1.85889833965271e-10	3.00419915537841e-10	3.01768445094745e-10	1.93803780897181e-10	4.01909327209893e-10	2.22235514451746e-10	3.30910050802679e-10
MAGIC.428	1.0949014957423e-09	0.999955452952832	1.4555088786319e-07	4.03502175147195e-07	4.09207099055261e-06	3.2147412070969e-05	4.2302910238087e-07	2.85811366905455e-08	5.20285595259779e-07	9.6437893714512e-08	3.7106718499835e-06	9.35715754420589e-07	1.45452874287763e-07	4.30253425027455e-07	4.73496032412763e-07	1.45581834012028e-07	9.5897415586477e-08	1.42886061498895e-07	6.09127165031982e-07
MAGIC.429	1.8607086854617e-10	1.02446716661526e-07	1.03529723065521e-07	5.50729019459882e-07	1.39454927386152e-07	1.38510947401169e-07	1.37219723344039e-07	7.93834183524415e-08	1.40731701763987e-07	1.10406444077486e-07	1.3844114372338e-07	9.31990366310943e-08	1.02774576403736e-07	1.02715481145661e-07	1.37658468744087e-07	1.02774576406235e-07	1.10610051410129e-07	0.999997616320704	9.29072656141883e-08
MAGIC.43	2.2248111681796e-10	1.22490699955465e-07	8.75054743387203e-08	1.64330472052459e-07	1.05469143201092e-06	5.05502537911143e-07	1.96426311482475e-07	2.78042680567626e-08	0.999995051537845	9.35010415677942e-08	4.61630863254817e-07	2.85605111835697e-07	8.67619853500456e-08	2.57059302250739e-07	1.10876474817805e-06	8.67619853500426e-08	9.35008867277997e-08	1.40263447872842e-07	1.75639104007159e-07
MAGIC.430	2.25650024130896e-10	1.25646222994352e-07	8.92739843455875e-08	1.67985762029825e-07	0.999988819578123	2.51175093227405e-06	1.99125154936688e-07	2.80952707639446e-08	1.06212601906608e-06	9.44991890098135e-08	5.29790180384591e-06	2.94351622268758e-07	8.72520916359374e-08	2.58785374565396e-07	4.63936198925963e-07	8.72520958236898e-08	9.40270313394441e-08	1.41468899659986e-07	1.76718572239539e-07
MAGIC.431	2.22737694937413e-10	1.22627643311097e-07	8.76032976525316e-08	1.64561243930015e-07	1.05634360405783e-06	5.0630679918417e-07	1.9673329211029e-07	2.78433146168741e-08	0.999993751232304	9.360552441028e-08	4.62354007116065e-07	2.85924295956003e-07	8.68589775094957e-08	2.57364298956692e-07	2.40365524019197e-06	8.68589775094976e-08	9.36053649359369e-08	1.40460443249799e-07	1.75838638174122e-07
MAGIC.432	2.24978016268865e-10	1.25273933226325e-07	8.71087490281376e-08	1.6756477639707e-07	5.27926652185393e-06	2.27301433555876e-06	1.98531870040585e-07	2.80484134944011e-08	4.63637617239691e-07	9.42864190911468e-08	0.999989667184963	2.66237960672366e-07	8.71649814365138e-08	2.57550033839832e-07	5.07879424851263e-07	8.71649856159357e-08	9.38154207131021e-08	1.40147146002449e-07	1.75897470786904e-07
MAGIC.433	5.6560104547857e-10	1.7277078745935e-07	8.67069002700948e-08	3.42304631059734e-07	1.96333722597044e-07	1.96337194651051e-07	0.999997075431923	2.7588867277618e-08	1.95418558081195e-07	1.65121506109335e-07	1.96333914607617e-07	1.96333725363739e-07	8.67069005065617e-08	1.22070039533678e-07	1.9541272069635e-07	8.67074253372062e-08	3.98464880514946e-07	1.37566590822528e-07	1.21824107913805e-07
MAGIC.434	1.56925382998859e-10	1.4035164870978e-07	4.29721781570394e-06	8.64650996971567e-08	8.68430422651089e-08	8.68414291966212e-08	8.71691306688744e-08	2.06224946431142e-08	8.6839221653973e-08	7.82706487974442e-08	8.69003183982621e-08	7.86037838838164e-08	9.85730172291837e-06	1.39099754255415e-07	8.68989776997336e-08	0.999984519987107	7.82728388480883e-08	1.03617638433151e-07	7.85404043305916e-08
MAGIC.435	0.999999993096349	3.51577163173357e-10	1.56261096493959e-10	5.18239276359335e-10	2.23835279568191e-10	2.23949805460171e-10	4.65260839348927e-10	3.74258861509643e-11	2.21975845029644e-10	1.63863965037131e-09	2.23728667973545e-10	1.32246217654668e-09	1.5626088490441e-10	2.21465055572015e-10	2.21870309525648e-10	1.56260884904428e-10	3.33320081546691e-10	1.86607857702285e-10	2.44511057425179e-10
MAGIC.436	1.61881565212021e-06	3.7183733935229e-07	2.62507023680057e-07	3.73346517439184e-07	3.65796217530236e-06	1.7723174707097e-05	4.39514421809299e-07	6.30886665248948e-08	1.16791736538577e-06	0.000263572179383561	3.19902802353571e-06	0.999673764405003	2.62258231207709e-07	7.7622822402429e-07	1.02993894412042e-06	2.62258221875765e-07	2.86009211109147e-05	2.00168013981508e-06	8.52938855573625e-07
MAGIC.437	2.22481116819956e-10	1.22490699956566e-07	8.75054743399492e-08	1.64330472053948e-07	1.05469143282996e-06	5.05502537927414e-07	1.96426311484253e-07	2.78042680568355e-08	0.999995051537845	9.35010415680513e-08	4.61630863281522e-07	2.85605111844889e-07	8.67619853502682e-08	2.57059302257718e-07	1.10876474821972e-06	8.67619853502651e-08	9.35008867280561e-08	1.40263447898756e-07	1.75639104010898e-07
MAGIC.438	1.86069809995468e-10	1.02446133847992e-07	1.03516373156784e-07	5.5072588101111e-07	1.39436945005374e-07	1.38508986535709e-07	1.37218941717701e-07	7.93830313113879e-08	1.39283655769047e-07	1.1036706619037e-07	1.38439120807202e-07	9.31977124908158e-08	1.02773264634962e-07	1.02714300187979e-07	1.3765671172891e-07	1.02773264637461e-07	1.10570220785923e-07	0.99999761789587	9.29064497549274e-08
MAGIC.439	2.22482210341592e-10	1.22491283046861e-07	8.75058908566034e-08	1.64331546829289e-07	1.05469935859956e-06	5.05506347452929e-07	1.96427775640034e-07	2.78044499091021e-08	0.999995046005317	9.3501486454868e-08	4.61634332665725e-07	2.85606470825821e-07	8.67623983289915e-08	2.57065290768036e-07	1.1142675194166e-06	8.6762398328989e-08	9.35013315918181e-08	1.40264366459354e-07	1.75639953021021e-07
MAGIC.44	4.16355137593466e-10	3.72381630627719e-07	1.14246104864703e-05	2.29412382755305e-07	2.30415215071652e-07	2.30414265296424e-07	2.31277535662354e-07	5.47156391898471e-08	2.30405078089013e-07	2.07667921272188e-07	2.3056879762548e-07	2.08560579719039e-07	0.00620273020774852	3.69068649718166e-07	2.32221687706008e-07	0.993782326619396	2.07673731946953e-07	2.74978338446301e-07	2.08384562313916e-07
MAGIC.440	1.860698099972e-10	1.02446133848541e-07	1.03516373157336e-07	5.50725882131188e-07	1.39436945024113e-07	1.38508986538207e-07	1.37218941718868e-07	7.93830314157589e-08	1.39283655769855e-07	1.10367066190958e-07	1.38439121344699e-07	9.31977124913135e-08	1.0277326463551e-07	1.02714300188526e-07	1.37656711729707e-07	1.02773264638009e-07	1.10570220786507e-07	0.999997617895867	9.29064497554179e-08
MAGIC.441	2.24978016266441e-10	1.25273933224976e-07	8.710874902607e-08	1.67564776394675e-07	5.27926650988173e-06	2.27301433551118e-06	1.98531870038435e-07	2.80484134941527e-08	4.63637615148984e-07	9.42864190902528e-08	0.999989667184978	2.66237960666792e-07	8.71649814353126e-08	2.57550033834807e-07	5.0787942449164e-07	8.71649856147351e-08	9.38154207122086e-08	1.40147145998047e-07	1.75897470784284e-07
MAGIC.442	2.22481116817963e-10	1.22490699955467e-07	8.750547433872e-08	1.6433047205246e-07	1.05469143201123e-06	5.05502537911151e-07	1.96426311482478e-07	2.78042680567626e-08	0.999995051537845	9.35010415677949e-08	4.61630863254837e-07	2.85605111835701e-07	8.67619853500456e-08	2.57059302250746e-07	1.10876474817807e-06	8.67619853500438e-08	9.35008867278003e-08	1.40263447872855e-07	1.75639104007164e-07
MAGIC.443	3.3061616251307e-10	9.26801383883752e-08	7.75858451527866e-08	9.30111897831256e-08	9.27127024656909e-08	9.27127027909415e-08	9.34219182453078e-08	1.85559414682867e-08	9.27117708583972e-08	2.78027293592537e-07	9.27128109760977e-08	1.6450133741153e-07	7.75858453682855e-08	9.25879523832775e-08	9.27121786229823e-08	7.7587232059999e-08	0.9999982580316	1.1022557809596e-07	1.02305348961187e-07
MAGIC.444	2.45710946472716e-10	1.11122785480623e-07	7.86311544310656e-08	1.10959219056097e-07	1.76633316245775e-07	9.24681319365516e-07	1.10958889899945e-07	1.88240408800634e-08	1.78468785737381e-07	1.03344698790104e-07	1.762028779425e-07	1.17067216962678e-06	7.86302963868454e-08	1.76702856175461e-07	1.78217761325141e-07	7.86302953422221e-08	1.03344925076141e-07	9.36549570262762e-08	0.999996130073938
MAGIC.445	6.62377049489787e-10	1.20230022327675e-06	2.09660153787546e-07	1.26491025325596e-06	0.0023191761290363	0.000184454633567845	8.20615810045399e-07	9.75929233193914e-08	4.85431996208785e-06	2.47406238145881e-07	0.997477199740042	5.61545428137649e-06	2.08924094181856e-07	6.12866890871734e-07	2.59855863022718e-06	3.32145072356345e-07	2.01680221313382e-07	5.24418934004393e-07	3.77981284004126e-07
MAGIC.446	1.63084497844918e-09	9.29129497472172e-08	7.77490193636021e-08	9.29465866741056e-08	9.33697746255299e-08	9.3369770771498e-08	9.3000695030322e-08	1.85956584567342e-08	9.29078555355465e-08	0.999998022844566	9.33697744246274e-08	3.95190513942419e-07	7.77490193631867e-08	9.27832996052108e-08	9.29078556778795e-08	7.77490204148938e-08	2.78140044681675e-07	1.10250087783543e-07	1.02532659741474e-07
MAGIC.447	3.13669242111352e-10	1.72571459492361e-07	8.66073234911603e-08	3.42013803050105e-07	1.96192676188003e-07	1.96196148531005e-07	0.999997552028853	2.75650297939793e-08	1.9526920875736e-07	9.30191276951357e-08	1.96192883244494e-07	1.10395439672519e-07	8.66073237331679e-08	1.21929492764889e-07	1.95269722597867e-07	8.66078485642061e-08	9.36394267392007e-08	1.37447730346061e-07	1.10132826482558e-07
MAGIC.448	2.2774137686063e-10	1.28277720160969e-07	8.8002573753106e-08	1.71238858157846e-07	1.56364566348903e-05	3.33588141134797e-06	2.01316901886995e-07	2.83763552545178e-08	4.69515024714353e-07	9.52207699069389e-08	0.999978202310803	2.78166250106013e-07	8.8059385571881e-08	2.60188003023072e-07	5.14316329469744e-07	8.8059387247502e-08	9.47375052815129e-08	1.42023672309885e-07	1.7762467103043e-07
MAGIC.449	2.46957374322297e-10	1.37512613869678e-07	9.6409574812946e-08	1.85552091448184e-07	1.48926663892943e-05	6.64032560993319e-05	2.17945891961808e-07	3.07253374622633e-08	1.31618293110488e-06	1.03382325918752e-07	0.999891297677373	3.15595052918428e-07	9.67223933847664e-08	2.88100571030796e-07	2.40694733236977e-05	9.66884359411028e-08	1.02869789430988e-07	1.55027612717404e-07	1.93965230785699e-07
MAGIC.45	2.24549056151743e-10	1.23628781783928e-07	8.77691903702037e-08	1.66664336417195e-07	6.99071508393278e-07	1.49177618437367e-06	1.98584551149926e-07	2.80345259552638e-08	1.6762249523843e-06	9.43395924036738e-08	1.68593895833496e-06	8.6269412292779e-07	8.90639756559076e-08	3.59828220647775e-07	0.999991934357825	8.86657726446701e-08	9.4342399030847e-08	1.40274900188066e-07	1.78515653825531e-07
MAGIC.450	3.7108168313461e-11	2.04300801470129e-08	2.03585224181825e-08	7.89062422893213e-08	2.75638294643854e-08	2.75638306352789e-08	2.73643553195141e-08	0.999999501055692	2.74711194578302e-08	1.84815784966804e-08	2.75638294650068e-08	1.85882229581043e-08	2.03585224181836e-08	2.05096588639301e-08	2.74711195380324e-08	2.03585226667029e-08	1.84810627906365e-08	7.88626143939855e-08	1.85740870198687e-08
MAGIC.451	3.65626705096689e-07	0.000326883468848035	0.0026539447360417	0.000202803489340036	0.000710505139532405	0.00151614661754239	0.000203705509280371	3.41134729373207e-05	0.000710475760494167	0.000153610415718832	0.00171351325349141	0.00140469993821471	0.583679509985976	0.000939979031165943	0.402965880999349	0.00216810793789069	0.000153617466717714	0.000170691813734333	0.000291445337017466
MAGIC.452	4.77696815817472e-08	5.39774993620337e-05	1.02932822698391e-05	0.0120212376690611	0.0792710576453459	0.0250964663994927	0.000427571755051372	4.99232572824496e-06	0.847204531156385	1.62758656078153e-05	0.0346963724765827	0.000106368184761364	1.02058255468996e-05	3.02119370390041e-05	0.000981920389854431	1.02058749472172e-05	1.05892698295917e-05	2.90524430127343e-05	1.86222304424251e-05
MAGIC.453	3.3061603159606e-10	9.26801055349115e-08	7.75858382590306e-08	9.30068870390102e-08	9.27126901464395e-08	9.27126931612266e-08	9.34196369423147e-08	1.85559398204651e-08	9.2711761606863e-08	2.78005003402047e-07	9.27127962084727e-08	1.64501320333342e-07	7.75858384708111e-08	9.25879434398892e-08	9.27119746679633e-08	7.75872251623889e-08	0.999998258061332	1.10225057167045e-07	1.02305339225545e-07
MAGIC.454	3.14171350459738e-10	1.7280026907372e-07	8.60159589660141e-08	0.999997237944323	1.65727163343163e-07	1.64898155224661e-07	3.42501837315007e-07	8.00642324801245e-08	1.63354435086066e-07	9.30871400749427e-08	1.65804624408364e-07	1.10536517530214e-07	8.6016192893116e-08	1.21900879512945e-07	1.63432417949556e-07	8.60161928978471e-08	9.334321264896e-08	5.55960556147604e-07	1.10281721467892e-07
MAGIC.455	3.71081683134696e-11	2.04300801470135e-08	2.03585224181832e-08	7.89062422899602e-08	2.75638294643876e-08	2.75638306352812e-08	2.73643553195153e-08	0.999999501055694	2.74711194578312e-08	1.84815784966811e-08	2.75638294650092e-08	1.85882229581048e-08	2.03585224181841e-08	2.05096588639308e-08	2.74711195380331e-08	2.03585226667034e-08	1.84810627906371e-08	7.88626143946585e-08	1.85740870198691e-08
MAGIC.456	5.1499040706697e-10	4.60443646890842e-07	2.38055415853821e-05	2.83841496164196e-07	2.85032155338232e-07	2.85028789869889e-07	2.86067331561411e-07	6.76778357178921e-08	2.85019553352227e-07	2.56864832618383e-07	2.85317777705432e-07	2.5799175394656e-07	0.991363133562956	4.56497056449674e-07	2.86298137780406e-07	0.00860870953257953	2.56867437345901e-07	3.40136175721785e-07	2.57763914992795e-07
MAGIC.457	3.1366815474592e-10	1.72570863888388e-07	8.66073196219273e-08	3.42008855048561e-07	1.96192521623272e-07	1.96195993679653e-07	0.99999755204019	2.75650283902618e-08	1.95269054891472e-07	9.30191226470251e-08	1.96192713495752e-07	1.10395352524432e-07	8.6607319858122e-08	1.21926927646676e-07	1.95269422769426e-07	8.66078446891675e-08	9.36373358422008e-08	1.3744772421816e-07	1.10132741045901e-07
MAGIC.458	2.30262004977001e-10	1.28338678996217e-07	8.77981603913166e-08	1.73461231046755e-07	6.82245146267165e-06	0.999983588649306	2.02633490015937e-07	2.83603407009537e-08	5.13806006535854e-07	9.51713880309886e-08	6.20043487029091e-06	8.37365992493254e-07	8.77400385116269e-08	2.61641534372485e-07	4.69767054810051e-07	8.77394242959271e-08	9.44417721796269e-08	1.42228529470621e-07	1.77740455016827e-07
MAGIC.459	2.21951262076273e-10	1.22199110388426e-07	8.66192701112883e-08	1.6402165784095e-07	4.58084895190177e-07	4.60857882574476e-07	1.95966096676872e-07	2.77589396327844e-08	1.09838734263858e-06	9.33292583917521e-08	5.04140038953121e-07	2.59812523384752e-07	8.66822539221259e-08	2.56275502573775e-07	0.999995692251483	8.66791681695096e-08	9.33293167318958e-08	1.38381283603754e-07	1.75002019422685e-07
MAGIC.46	1.56836114118212e-10	1.40218218294702e-07	0.999989012070344	8.6415605490194e-08	8.88191879921837e-08	8.6851956279705e-08	8.71187525913522e-08	2.06106373012928e-08	8.75378645422109e-08	7.8225876061903e-08	8.67971451232517e-08	7.86134233724098e-08	5.33821765712641e-06	1.38971212973915e-07	8.67919470915591e-08	4.32145911226893e-06	7.82266680244876e-08	1.04400962606895e-07	7.84966022385383e-08
MAGIC.460	1.87108455358586e-10	1.0301798604022e-07	3.99402219998309e-07	5.53805310633559e-07	5.37996503270753e-07	1.41743274854076e-07	1.37985868475109e-07	7.97627942593356e-08	8.00097672276252e-07	1.49003744252495e-07	1.41501513347027e-07	9.45316324820708e-08	1.04060999084757e-07	1.03873433321466e-07	1.39381541919144e-07	1.04060999079429e-07	1.49652594344792e-07	0.999996166227719	9.37070834085563e-08
MAGIC.461	0.999999993465138	3.50741827625798e-10	1.56134915631359e-10	3.13707864747488e-10	2.23121010191793e-10	2.23128174213602e-10	3.13800489243447e-10	3.73958863840528e-11	2.21267509351133e-10	1.63734077537305e-09	2.2312079308877e-10	1.31761030250916e-09	1.56134915200478e-10	2.20969505585612e-10	2.21267271099366e-10	1.56134915200497e-10	3.32321016438471e-10	1.86457282489556e-10	2.44215128967835e-10
MAGIC.462	5.00372226471941e-10	7.28697993327781e-07	1.95601651209177e-07	8.63861206078135e-07	0.00115012174488608	0.000230768336893856	5.5272743843536e-07	6.97841674032371e-08	1.2844076013044e-06	2.0786753398979e-07	0.998609531313645	1.84524144607221e-06	1.95727920406214e-07	5.76871719000132e-07	1.40695981502722e-06	1.95728887027709e-07	2.05039866841486e-07	8.65501865383833e-07	3.84085099131476e-07
MAGIC.463	3.71081683134615e-11	2.04300801470127e-08	2.03585224181826e-08	7.89062422893202e-08	2.75638294643854e-08	2.7563830635279e-08	2.73643553195143e-08	0.999999501055694	2.74711194578302e-08	1.84815784966804e-08	2.75638294650068e-08	1.85882229581042e-08	2.03585224181836e-08	2.05096588639302e-08	2.7471119538032e-08	2.03585226667029e-08	1.84810627906365e-08	7.88626143939858e-08	1.85740870198685e-08
MAGIC.464	1.86069809995468e-10	1.0244613384799e-07	1.03516373156783e-07	5.5072588101064e-07	1.3943694500537e-07	1.38508986535707e-07	1.372189417177e-07	7.9383031311343e-08	1.39283655769047e-07	1.1036706619037e-07	1.3843912080696e-07	9.31977124908155e-08	1.02773264634962e-07	1.02714300187979e-07	1.37656711728908e-07	1.02773264637461e-07	1.10570220785923e-07	0.999997617895871	9.29064497549267e-08
MAGIC.465	7.11813108948185e-10	0.999515918799902	2.13679598232015e-05	3.98762739763775e-07	0.000384625644227436	9.08055315155854e-07	4.33014854515064e-07	4.73514434988268e-08	3.05139883652139e-07	1.88770567053936e-07	1.90403227453029e-06	2.25289864194847e-07	2.13679598239343e-05	2.99285617195908e-05	3.05139299965369e-07	2.13687668053219e-05	1.88329525053912e-07	2.36353642830081e-07	2.81356478339432e-07
MAGIC.466	0.999999993465138	3.50741827625798e-10	1.56134915631359e-10	3.13707864747488e-10	2.23121010191793e-10	2.23128174213602e-10	3.13800489243447e-10	3.73958863840528e-11	2.21267509351133e-10	1.63734077537305e-09	2.2312079308877e-10	1.31761030250916e-09	1.56134915200478e-10	2.20969505585612e-10	2.21267271099366e-10	1.56134915200497e-10	3.32321016438471e-10	1.86457282489556e-10	2.44215128967835e-10
MAGIC.467	2.22437853918146e-10	1.22467008641956e-07	8.67561700256274e-08	1.64440067540161e-07	4.60469743467154e-07	1.02997161485313e-06	1.9639778245152e-07	2.78026091197104e-08	1.10410569230617e-06	9.35072702836053e-08	5.39927129214604e-07	2.63718840503242e-07	8.78482738159186e-08	2.57474382443005e-07	0.99999507036344	8.6860751579707e-08	9.35075906325143e-08	1.38647746178792e-07	1.75511447091776e-07
MAGIC.468	2.45226847271612e-10	1.36549007240554e-07	9.50078659577855e-08	1.82990731525128e-07	1.48964161382867e-05	2.77364432768782e-06	2.16420072850186e-07	3.02762447767481e-08	1.3167340620503e-06	1.02298250122152e-07	0.999948586771786	3.15358320297891e-07	1.10788012000054e-07	2.87354868934269e-07	3.04058904233785e-05	9.43482497226422e-08	1.01789468141366e-07	1.53425959466729e-07	1.93690978235428e-07
MAGIC.469	1.56925382998844e-10	1.40351648709746e-07	4.29721781564104e-06	8.64650996971493e-08	8.68430422651003e-08	8.68414291966125e-08	8.71691306688658e-08	2.06224946431122e-08	8.68392216539649e-08	7.8270648797437e-08	8.69003183982535e-08	7.86037838838091e-08	9.85730172277412e-06	1.390997542554e-07	8.6898977699725e-08	0.99998451998711	7.82728388480806e-08	1.03617638433141e-07	7.85404043305838e-08
MAGIC.47	3.19317740065161e-10	1.72700023034026e-07	8.95448605846792e-08	3.43803617563915e-07	2.01740500397472e-07	2.02874844436287e-07	0.999997515455589	2.77094206209224e-08	1.96742115333663e-07	9.30333008482318e-08	2.01740697695903e-07	1.10415982863963e-07	8.95448608288908e-08	1.22010018128129e-07	1.96738539427891e-07	8.9549254481663e-08	9.70626736207267e-08	1.38871969858976e-07	1.10142409522944e-07
MAGIC.470	4.42871383415197e-10	2.43828368364432e-07	4.32948179672379e-07	3.27581247091131e-07	0.000235750788128773	1.60851803024085e-06	3.91418765990131e-07	4.4983366639668e-08	0.999752081318032	1.59143859450292e-07	2.11160865509482e-06	9.08946955660507e-07	1.40085506432502e-07	7.19219815991978e-07	3.18686414940531e-06	1.40085506429589e-07	1.59144348031352e-07	1.1435287382902e-06	4.49545473227292e-07
MAGIC.471	2.21237941721171e-10	1.97185080792986e-07	1.3837766740631e-07	1.22066097760165e-07	2.55420642540843e-07	2.55427934190068e-07	1.22247256894201e-07	2.0682040992306e-08	2.55420158117489e-07	9.30385402661819e-08	2.55477664656242e-07	2.31191265676969e-07	1.38378044156232e-07	0.999997150146804	2.55476815315544e-07	1.38378050692608e-07	9.3038837127232e-08	1.03033311692045e-07	1.74792549042437e-07
MAGIC.472	2.24978016266442e-10	1.25273933224975e-07	8.710874902607e-08	1.67564776394673e-07	5.27926650988168e-06	2.2730143355112e-06	1.98531870038433e-07	2.80484134941527e-08	4.63637615148982e-07	9.42864190902521e-08	0.999989667184976	2.66237960666794e-07	8.71649814353126e-08	2.57550033834806e-07	5.07879424491636e-07	8.71649856147351e-08	9.38154207122079e-08	1.40147145998047e-07	1.75897470784284e-07
MAGIC.473	1.29391661268161e-09	1.11798252348742e-06	5.1299777655473e-07	0.000203104150162534	0.00341578792090428	0.00482105520371354	1.33147321264554e-06	1.74811153177433e-06	7.46698512587975e-05	1.61619358711289e-06	0.00358205857438023	1.26614339374496e-05	5.09046403973585e-07	1.54044655860155e-06	0.00752855099637872	5.0877674596338e-07	6.32618160577651e-07	0.980351597744109	9.95184738420583e-07
MAGIC.474	0.00109166363144219	0.000209843838818732	0.000694250458406937	0.000210161293770661	0.000501995004246529	0.00050301545426387	0.000230901768200705	0.0001882592194895	0.000229664300204137	0.235646219614418	0.000502326088141419	0.145926529601139	0.00159252719625922	0.000209955424281043	0.000229818794347363	0.601350962487213	0.0101612856201868	0.000252286252464971	0.000268333952704489
MAGIC.475	3.49745381661563e-10	0.99999789536003	1.39856377513346e-07	1.72145801871587e-07	1.2391784943392e-07	1.23090972523739e-07	1.72230945899401e-07	2.05445568074053e-08	1.21550648006575e-07	9.28714984077899e-08	1.23917849194551e-07	1.1002607210595e-07	1.39856377512583e-07	1.97424907324656e-07	1.21550646272768e-07	1.3986011486802e-07	9.28342061497871e-08	1.02440555639475e-07	1.10170844013307e-07
MAGIC.476	3.3063236158567e-10	9.26801093767437e-08	7.75858433461844e-08	9.30068924261168e-08	9.27126989123339e-08	9.27127096281533e-08	9.34207464153204e-08	1.85559408979605e-08	9.27117681415481e-08	2.78013755573301e-07	9.27128049743989e-08	1.64503818679106e-07	7.7585843557971e-08	9.25879472678802e-08	9.27119812026704e-08	7.7587253278929e-08	0.99999825804883	1.10225063540478e-07	1.02305359625137e-07
MAGIC.477	2.4380443541457e-10	1.10260121607224e-07	7.80247158058634e-08	1.10148094054145e-07	1.74107890191928e-07	1.74724833564123e-07	1.10148115965716e-07	1.86868028682337e-08	1.74109631693656e-07	1.02543112499357e-07	1.74056105726172e-07	1.93046660938797e-07	7.80246118994939e-08	1.74239429391243e-07	1.74059423505522e-07	7.80246119116641e-08	1.0254262970082e-07	9.29695345420245e-08	0.999997880039869
MAGIC.478	1.12285896451782e-09	1.00388307796614e-06	0.00456724549434995	6.19167782542336e-07	1.00714760836525e-06	1.00712885509385e-06	6.24549293669533e-07	1.23207725370058e-07	1.00710329352233e-06	5.09823043049702e-07	1.00731330396297e-06	9.11595437420017e-07	0.990550496667557	0.00115099157345104	1.00727252501221e-06	0.00369598389681577	5.09829071178025e-07	2.51953387014899e-05	7.4788524878211e-07
MAGIC.479	4.75502943380866e-08	2.63831538889464e-05	1.61878499500246e-07	0.000131174167548063	7.38925523885442e-06	3.18366846130084e-06	0.00010880494791937	5.21427646778233e-08	6.48545618985944e-07	2.22451865608929e-07	0.999719279895223	3.72902794836892e-07	1.61934690652462e-07	3.7252379151638e-07	6.92754263952441e-07	1.6193469841991e-07	3.49863034315685e-07	2.60468962715666e-07	2.79960444163541e-07
MAGIC.48	1.5984366926168e-10	1.42961719052751e-07	4.37893874700938e-06	8.80734699890065e-08	8.84582695596772e-08	8.84612445373155e-08	8.87901845662328e-08	2.10060030349649e-08	8.84543778681519e-08	7.97262185412021e-08	8.851722900119e-08	8.00657946415554e-08	7.95182521619347e-05	1.41688781331057e-07	8.85345050916671e-08	0.999914752636199	7.97284493310193e-08	1.05545748470112e-07	8.00010574606975e-08
MAGIC.480	3.76955061675682e-11	2.04550545567305e-08	2.03832553551947e-08	1.22037066936825e-07	2.76942964440014e-08	2.76950273287176e-08	2.74178190997868e-08	0.999999413476695	2.75239983579952e-08	1.8503351931408e-08	2.76942964446474e-08	1.86080764677748e-08	2.03832553551957e-08	2.05345756016155e-08	2.7523997551577e-08	2.03832562864161e-08	1.85006482638984e-08	1.2255390572454e-07	1.85937290112156e-08
MAGIC.481	4.36905353716131e-10	2.44116096421999e-07	1.69065124132272e-07	3.2633054286756e-07	0.00109930869607428	5.00240041481489e-06	3.85745001394268e-07	5.44605895319855e-08	9.00488601192963e-07	1.82977130429567e-07	0.99889028304118	5.21946589576596e-07	1.69174263879008e-07	4.99863592396216e-07	9.8641539010398e-07	1.69174270934159e-07	1.82058764004776e-07	2.72262726299066e-07	3.41346743692529e-07
