sample	AA	BB	CC	DD	EE	FF	GG	HH	II	JJ	KK	LL	MM	NN	OO	PP	QQ	RR	SS
MAGIC.241	8.6197913435399e-10	4.63037978942743e-07	2.79594908903335e-07	1.30733763128626e-06	0.000108999188109818	5.09248411541007e-05	7.57967750541301e-07	8.83288868631767e-08	9.55210736415103e-06	3.22291197786872e-07	0.999019850031353	5.96482190792209e-06	7.66658740136203e-07	4.61366027683756e-06	0.000792764708821897	7.66658808637363e-07	3.29699582098176e-07	4.92450955366678e-07	1.75575259980276e-06
MAGIC.242	1.56925382998842e-10	1.40351648709744e-07	4.29721781564101e-06	8.64650996971481e-08	8.68430422650991e-08	8.68414291966113e-08	8.71691306688645e-08	2.06224946431119e-08	8.68392216539637e-08	7.82706487974358e-08	8.69003183982522e-08	7.86037838838075e-08	9.85730172277401e-06	1.39099754255399e-07	8.68989776997238e-08	0.99998451998711	7.82728388480795e-08	1.03617638433139e-07	7.85404043305827e-08
MAGIC.243	2.24945929049554e-10	1.24402114107096e-07	8.71429504782045e-08	1.66524327754109e-07	2.49778425845639e-06	0.999991919309778	1.98315462054439e-07	2.80280144682986e-08	5.07537997284584e-07	9.4270169298918e-08	2.27004696035046e-06	8.00209240482918e-07	8.70852623439198e-08	2.57536131595265e-07	4.64043616973647e-07	8.70852598517122e-08	9.38012198487025e-08	1.4011316658124e-07	1.76539123726179e-07
MAGIC.244	2.21237942588697e-10	1.97185081566124e-07	1.38377667673736e-07	1.22066107213861e-07	2.55420666113066e-07	2.55427957761828e-07	1.22247324168506e-07	2.06820410342674e-08	2.55420181685046e-07	9.30385405184911e-08	2.55477740620581e-07	2.31191287012114e-07	1.38378045806758e-07	0.999997150146463	2.55476893033818e-07	1.38378055827267e-07	9.30388373809091e-08	1.03033312017312e-07	1.74792560011053e-07
MAGIC.245	2.26393498137397e-10	1.26058328367075e-07	8.85422794848459e-08	1.69079843362968e-07	1.44783932327159e-05	2.30510059220299e-06	1.99782427277966e-07	2.81888578873115e-08	1.26753760594974e-06	9.48054727171101e-08	0.999979249241994	2.69996220795962e-07	8.79390113077448e-08	2.60859717549732e-07	8.72161353067382e-07	8.79390155348101e-08	9.43343094645684e-08	1.42268024368996e-07	1.77545323046102e-07
MAGIC.246	3.30622031491846e-10	9.26803998383718e-08	7.75859351904813e-08	9.30707124169859e-08	9.27128347781317e-08	9.27128372792938e-08	9.35223470427834e-08	1.85559630309367e-08	9.27119086072787e-08	2.78177619810675e-07	9.27132415333815e-08	1.64501646577711e-07	7.75859356112312e-08	9.25880765371574e-08	9.27127361811113e-08	7.75873223070727e-08	0.999998257705394	1.10238974229885e-07	1.02305491831946e-07
MAGIC.247	1.49044837786722e-08	9.64757684613442e-08	7.8180858763348e-08	9.43646294682064e-08	9.39492754615333e-08	9.39661822192759e-08	9.42040293796179e-08	1.86990290605577e-08	9.34844893525809e-08	0.99999716104792	9.39488459388026e-08	3.97714898989256e-07	7.81808579081301e-08	9.33583025062813e-08	9.34840961324242e-08	7.8180859019098e-08	1.08146857128269e-06	1.41211858045601e-07	1.03175041002743e-07
MAGIC.248	2.16391873224457e-09	9.2972663595413e-08	7.77989869830668e-08	9.3006322323227e-08	9.34301293182474e-08	9.34301214928137e-08	9.306050216247e-08	1.86078218042252e-08	9.29676005980158e-08	0.999998019182162	9.34301357053725e-08	3.9726810505186e-07	7.77989869826605e-08	9.28429294366042e-08	9.29676007382498e-08	7.77989880614312e-08	2.78353451198559e-07	1.10320953134666e-07	1.02598616042306e-07
MAGIC.249	2.24978016268338e-10	1.25273933226032e-07	8.71087490276891e-08	1.67564776396551e-07	5.27926651926184e-06	2.27301433554842e-06	1.98531870040119e-07	2.8048413494347e-08	4.63637616787301e-07	9.42864190909529e-08	0.999989667184963	2.66237960671154e-07	8.71649814362527e-08	2.5755003383874e-07	5.07879424773259e-07	8.71649856156752e-08	9.38154207129078e-08	1.40147146001494e-07	1.75897470786334e-07
MAGIC.25	4.07108926879873e-10	3.63970088252013e-07	0.993371904945298	2.25101660463306e-07	7.18585646213374e-07	7.20701487063848e-07	2.26722746605094e-07	5.33859569429511e-08	7.18551058992556e-07	2.02806881584691e-07	6.18893112813412e-07	6.52337773845221e-07	0.00365883710062798	8.27341653747464e-07	6.18870154520568e-07	0.0029619711053558	2.02804058116754e-07	8.67385862481424e-07	2.68983463299041e-07
MAGIC.250	1.02293527978056e-08	6.13854207609783e-05	9.95712805697678e-05	6.1402207322379e-05	6.82332621874881e-05	8.95832474186415e-05	8.08449208110933e-05	0.977888789784802	8.86018938874441e-06	5.12373632359831e-06	6.82332994585655e-05	5.15339427771495e-06	0.0213864927040609	9.00504741479647e-06	8.85995886718329e-06	8.05745263289547e-05	5.05599494788482e-06	6.78413340210596e-05	4.97946168879368e-06
MAGIC.251	1.57066622416395e-10	1.40424322310516e-07	5.32676893650718e-06	8.65428467343687e-08	8.692108617297e-08	8.69194762808048e-08	8.72467951961757e-08	2.06410373181076e-08	8.69172616155007e-08	7.83410943719906e-08	8.69784143258266e-08	7.86745363549365e-08	0.999983438127474	1.39172873988814e-07	8.69801832195584e-08	9.90852280006224e-06	7.83418877117279e-08	1.0371091522651e-07	7.86109908952179e-08
MAGIC.252	1.56836114118424e-10	1.4021821829489e-07	0.999989012070337	8.64156054903141e-08	8.88191881433447e-08	8.68519562799416e-08	8.7118752591472e-08	2.06106373013164e-08	8.75378645426584e-08	7.8225876062e-08	8.67971451234716e-08	7.86134233726229e-08	5.33821765826599e-06	1.38971212974237e-07	8.67919470917771e-08	4.32145911318319e-06	7.8226668024583e-08	1.04400962612442e-07	7.84966022386847e-08
MAGIC.253	1.86069809995468e-10	1.02446133847991e-07	1.03516373156784e-07	5.50725881010934e-07	1.39436945005373e-07	1.38508986535708e-07	1.372189417177e-07	7.93830313113701e-08	1.39283655769047e-07	1.1036706619037e-07	1.3843912080711e-07	9.31977124908158e-08	1.02773264634962e-07	1.02714300187979e-07	1.3765671172891e-07	1.02773264637462e-07	1.10570220785923e-07	0.99999761789587	9.29064497549274e-08
MAGIC.254	2.49690767224691e-10	2.23234295319721e-07	8.48590472177923e-06	1.37579818165748e-07	1.38181319640888e-07	1.38180743023556e-07	1.38697323244549e-07	3.28132802745911e-08	1.38175239619216e-07	1.24539743284871e-07	1.38273417911355e-07	1.25073630235841e-07	0.997765092837553	2.21249781067488e-07	1.39263968779581e-07	0.00222431132905478	1.24541004481606e-07	1.64906073504433e-07	1.2496934150327e-07
MAGIC.255	1.6308449784496e-09	9.29129497472179e-08	7.77490193636021e-08	9.29465866741056e-08	9.33697746255306e-08	9.33697707714987e-08	9.30006950303227e-08	1.85956584567342e-08	9.29078555355465e-08	0.999998022844569	9.3369774424628e-08	3.95190513942427e-07	7.77490193631872e-08	9.27832996052115e-08	9.29078556778802e-08	7.77490204148943e-08	2.78140044681679e-07	1.10250087783543e-07	1.02532659741474e-07
MAGIC.256	4.49448912306869e-10	2.55972710486594e-07	1.77649851297249e-07	3.40848349507597e-07	0.998826081499856	7.01639278806366e-06	3.97904250421965e-07	5.6014609200209e-08	2.12085135813363e-06	1.87974614785384e-07	0.00116014357404399	6.09847297933399e-07	1.73627469485836e-07	5.14936883561794e-07	9.26385869611845e-07	1.73631361067037e-07	1.87008525233343e-07	2.83963416454817e-07	3.51467289722699e-07
MAGIC.257	2.32219415966991e-10	1.33867719346058e-07	8.949028037424e-08	1.78082081897821e-07	3.46707927481733e-05	5.60919773229987e-06	2.05750038576421e-07	2.88557962216784e-08	1.60376924104834e-06	9.657936696554e-08	0.999955572744633	2.95576235414653e-07	8.94950890168232e-08	2.6470413768687e-07	6.48831951857302e-07	8.94950972934058e-08	9.60751483845782e-08	1.46060950663798e-07	1.80399539057804e-07
MAGIC.258	3.16987691127236e-10	1.72613024590266e-07	8.78798294619484e-08	3.42699434623028e-07	1.98528329173854e-07	1.9856111404865e-07	0.999997538383592	2.76215555039612e-08	1.95830530665718e-07	9.30242682986491e-08	1.98528523330707e-07	1.10403688640611e-07	8.78798297373305e-08	1.21953163920209e-07	1.95828568192925e-07	8.78835320377251e-08	9.4195580039484e-08	1.37732003283635e-07	1.10136444824273e-07
MAGIC.259	1.59750253934825e-10	1.42823572006709e-07	0.999958588309242	8.80232208501942e-08	5.86122326783976e-07	9.17921411252806e-08	8.8738934637476e-08	2.09334867361827e-08	9.18708812982024e-07	7.95282533923022e-08	9.14867065458084e-08	8.16714249002047e-08	2.09144457049716e-05	1.43417110676172e-07	8.98224073078768e-08	1.69309172547637e-05	7.95290620839342e-08	9.83054972491824e-07	8.05156204970403e-08
MAGIC.26	2.21952517607136e-10	1.22199801627814e-07	8.66193107373197e-08	1.64022605037896e-07	4.58094163095766e-07	4.60900768737667e-07	1.95967214663128e-07	2.77589526880277e-08	1.09840956137586e-06	9.33295640909189e-08	5.04155541739987e-07	2.59826857191486e-07	8.66912802911509e-08	2.56280087242757e-07	0.999995692127821	8.6679228036259e-08	9.33296234259766e-08	1.3838174976323e-07	1.75003917662655e-07
MAGIC.260	1.94290885741437e-10	1.06971556101695e-07	6.01175222214332e-07	5.78346762812903e-07	8.09785291522464e-07	8.09760659689006e-07	2.59605854060873e-06	8.32724268527433e-08	8.05226994910331e-07	5.42959355396309e-07	8.10081825253826e-07	5.44858805363233e-07	6.01391274037022e-07	8.1974818703173e-07	8.05813925791969e-07	6.0139126774903e-07	8.22093903500323e-07	0.999987726275529	3.34594179643837e-07
MAGIC.261	2.24978016271585e-10	1.25273933231777e-07	8.71087490278952e-08	1.6756477640282e-07	5.27926653099907e-06	2.27301433784016e-06	1.98531870043932e-07	2.80484134948181e-08	4.63637615161156e-07	9.42864190921728e-08	0.999989667184951	2.66237960688471e-07	8.7164981437139e-08	2.57550033840188e-07	5.07879424504972e-07	8.71649856165609e-08	9.38154207141024e-08	1.40147146004438e-07	1.75897470787831e-07
MAGIC.262	4.46253927786685e-10	3.99121092387475e-07	0.00313577328999547	2.46609390711425e-07	6.64100526803836e-07	6.64227146230626e-07	2.48329934385817e-07	5.86362994473412e-08	6.64054721123542e-07	2.21993581931332e-07	7.39661317923406e-07	6.01219591938735e-07	0.00369666946233494	9.43748532403212e-07	8.17266207960864e-07	0.993159850766957	2.24297482353575e-07	8.24779153096159e-07	3.87989478941162e-07
MAGIC.263	0.99999998061886	2.48934116580872e-09	1.58170571736163e-10	1.73583982016924e-09	2.63011098114033e-10	2.63041035866113e-10	1.16948614912901e-09	3.79519077221807e-11	2.60826227643365e-10	9.52083343650169e-09	2.63573672222224e-10	1.55330802915485e-09	1.58171750591922e-10	2.59906567763411e-10	2.72144759484683e-10	1.58171734141046e-10	3.42589962944905e-10	1.88882343271406e-10	2.85897697395084e-10
MAGIC.264	2.49985439753558e-10	2.23497745246877e-07	8.49534468423924e-06	1.37742183422762e-07	1.38344332475266e-07	1.38343752805721e-07	1.38861003151209e-07	3.28520049251599e-08	1.3833824528533e-07	1.24686718978843e-07	1.38436539462501e-07	1.25220931790662e-07	0.997758035476288	2.21510939775347e-07	1.39427075377162e-07	0.0022313567621997	1.24687981663749e-07	1.65100565168379e-07	1.25116823045969e-07
MAGIC.265	4.53681727190651e-10	2.5261685122885e-07	6.38976358556252e-07	3.38113813881012e-07	0.999719548892358	7.44377209657508e-06	4.00674643089819e-07	4.59857913759239e-08	0.000246940596224645	1.68801296751516e-07	1.986191910647e-05	8.7233458431679e-07	1.42526926041636e-07	6.82809884238892e-07	1.25161302332169e-06	1.42526932885753e-07	1.67960095714525e-07	6.65891235556198e-07	4.33535094949611e-07
MAGIC.266	2.2497801626644e-10	1.25273933224976e-07	8.71087490260703e-08	1.67564776394675e-07	5.27926650988165e-06	2.27301433551118e-06	1.98531870038435e-07	2.80484134941528e-08	4.63637615148982e-07	9.42864190902528e-08	0.999989667184976	2.66237960666793e-07	8.71649814353126e-08	2.57550033834806e-07	5.07879424491642e-07	8.71649856147354e-08	9.38154207122089e-08	1.40147145998047e-07	1.75897470784284e-07
MAGIC.267	3.71081683134615e-11	2.04300801470127e-08	2.03585224181826e-08	7.89062422893205e-08	2.75638294643855e-08	2.7563830635279e-08	2.73643553195144e-08	0.999999501055694	2.74711194578302e-08	1.84815784966804e-08	2.75638294650068e-08	1.85882229581043e-08	2.03585224181835e-08	2.05096588639302e-08	2.7471119538032e-08	2.03585226667029e-08	1.84810627906365e-08	7.88626143939855e-08	1.85740870198685e-08
MAGIC.268	7.61515819931195e-10	0.999997892998489	1.39985403324518e-07	1.72306879308612e-07	1.2403186098881e-07	1.23204175318645e-07	1.7239199508041e-07	2.05634303687399e-08	1.21662391845363e-07	9.29584822250185e-08	1.24031857656302e-07	1.10127222089991e-07	1.39985403318536e-07	1.97607105061044e-07	1.21662389207023e-07	1.39992651813462e-07	9.29194947454462e-08	1.02534661890789e-07	1.10274592178821e-07
MAGIC.269	2.24978017947835e-10	1.25273934237965e-07	8.71087496709991e-08	1.67564777731936e-07	5.27927505136669e-06	2.27301440165273e-06	1.98531871541785e-07	2.80484137037108e-08	4.63637618637046e-07	9.4286419786809e-08	0.99998966717635	2.66237963067443e-07	8.71649820806577e-08	2.57550035741385e-07	5.078794283125e-07	8.71649862600802e-08	9.38154214049112e-08	1.401471470814e-07	1.75897472082974e-07
MAGIC.27	3.28720617987786e-10	1.83537743512341e-07	8.99724325231309e-08	0.999980970799304	1.16017422112954e-06	3.8697595994179e-06	3.59748336236442e-07	1.02833858188913e-06	1.71541826531396e-07	9.73658677575175e-08	1.16071650765296e-06	1.17575867146179e-07	8.99726783621013e-08	1.27526676837524e-07	1.71611266070098e-07	8.99726897734604e-08	9.76156639671852e-08	1.00981139559523e-05	1.15328059627522e-07
MAGIC.270	2.4380484196131e-10	1.10260245113288e-07	7.80248021393888e-08	1.10148095822569e-07	1.74107893158048e-07	1.74724836571436e-07	1.10148117839172e-07	1.86868031682573e-08	1.74110373739695e-07	1.02543278065784e-07	1.74056108691403e-07	1.93046965246992e-07	7.80246982432722e-08	1.74245469284808e-07	1.74061237902929e-07	7.80246982828713e-08	1.02542792725549e-07	9.29695360346481e-08	0.999997880030245
MAGIC.271	2.23023851606724e-10	1.22785692615744e-07	8.77158676079752e-08	1.64842957043877e-07	1.05963467371465e-06	5.07877468338283e-07	1.97110274238372e-07	2.78913283149998e-08	0.99999225437149	9.37257950955308e-08	4.63794484638015e-07	2.86292845783355e-07	8.69705910159512e-08	2.58187724726465e-07	3.89110929937531e-06	8.69705910172959e-08	9.37256283456974e-08	1.40701550466973e-07	1.76068719289928e-07
MAGIC.272	2.22536172887663e-10	1.72267501013784e-06	1.44135241036226e-07	1.23590904378773e-07	2.64975635281834e-07	2.61915868758464e-07	1.24836295829194e-07	2.08043466897038e-08	2.61594763824311e-07	9.35788373654043e-08	2.66633456071947e-07	2.33286751009178e-07	1.03531798412931e-06	0.999994666535405	2.60858012528992e-07	1.43488694848817e-07	9.35779374785505e-08	1.03648741280085e-07	1.78323579817168e-07
MAGIC.273	1.56836114118209e-10	1.402182182947e-07	0.999989012070332	8.64156054901931e-08	8.88191879921828e-08	8.6851956279704e-08	8.71187525913513e-08	2.06106373012927e-08	8.75378645422099e-08	7.82258760619021e-08	8.67971451232514e-08	7.86134233724089e-08	5.33821765712626e-06	1.38971212973914e-07	8.67919470915585e-08	4.32145911226888e-06	7.82266680244868e-08	1.04400962606893e-07	7.84966022385374e-08
MAGIC.274	1.08021582496639e-09	0.99999789082607	1.40085062319975e-07	1.72479790230791e-07	1.24123921463431e-07	1.23295772785809e-07	1.72564538039196e-07	2.05780774116868e-08	1.21752689744596e-07	9.3103638681636e-08	1.24123759550655e-07	1.10209099470497e-07	1.40085061806447e-07	1.97753521364531e-07	1.2175253200886e-07	1.40092315461727e-07	9.29881307322253e-08	1.02607658168907e-07	1.10498146822361e-07
MAGIC.275	1.05426681205158e-06	8.76688554108501e-05	6.21100749371922e-05	8.78551717825973e-05	0.000188322491420197	0.000186420396643117	8.79886648168826e-05	1.48850820798912e-05	0.000183833963042661	0.000318507160833017	0.000188368390231684	0.820447945187569	6.21102436665946e-05	0.177477823645915	0.000183875844058888	6.211024269657e-05	0.000131710259777985	7.41546604006939e-05	0.000153255397901412
MAGIC.276	2.24978016266439e-10	1.25273933224975e-07	8.710874902607e-08	1.67564776394674e-07	5.27926650988178e-06	2.27301433551118e-06	1.98531870038435e-07	2.80484134941527e-08	4.63637615148982e-07	9.42864190902521e-08	0.999989667184978	2.66237960666792e-07	8.71649814353126e-08	2.57550033834805e-07	5.0787942449164e-07	8.71649856147351e-08	9.38154207122086e-08	1.40147145998047e-07	1.75897470784283e-07
MAGIC.277	3.02599211906876e-10	1.66610427277885e-07	1.19023185861169e-07	2.41106660147184e-07	1.59521249713883e-06	7.61706963697783e-07	2.96486370809172e-07	4.03632330039081e-08	0.999576032804779	1.27169725006019e-07	6.98105769754839e-07	3.88460889833822e-07	1.18011627129124e-07	3.53802245832424e-07	0.000418372091964059	1.18011632376947e-07	1.27170278070712e-07	2.0362429570904e-07	2.39934860144328e-07
MAGIC.278	2.37085455392267e-07	1.55298430524106e-07	1.10010153179481e-07	1.55941177947229e-07	2.15127455432922e-06	1.00177438891398e-05	1.55465353788133e-07	2.62471132902763e-08	3.98956519402432e-07	5.99832179594025e-05	1.95325165963651e-06	0.999922738564566	1.0922895081523e-07	3.23168061787125e-07	3.66821342461252e-07	1.09228316948647e-07	5.72221729803596e-07	1.31080098604241e-07	3.05194669796075e-07
MAGIC.279	2.16391873224457e-09	9.2972663595413e-08	7.77989869830668e-08	9.3006322323227e-08	9.34301293182474e-08	9.34301214928137e-08	9.306050216247e-08	1.86078218042252e-08	9.29676005980158e-08	0.999998019182162	9.34301357053725e-08	3.9726810505186e-07	7.77989869826605e-08	9.28429294366042e-08	9.29676007382498e-08	7.77989880614312e-08	2.78353451198559e-07	1.10320953134666e-07	1.02598616042306e-07
MAGIC.28	3.71081683223402e-11	2.04300801474163e-08	2.03585224185817e-08	7.89062429809208e-08	2.75638294664729e-08	2.7563830637367e-08	2.73643553203895e-08	0.999999501055694	2.74711194586665e-08	1.84815784970878e-08	2.75638294670945e-08	1.85882229584275e-08	2.03585224185829e-08	2.05096588643326e-08	2.74711195388682e-08	2.03585226671022e-08	1.84810627909554e-08	7.88626151156765e-08	1.85740870201883e-08
MAGIC.280	3.1366815474592e-10	1.72570863888387e-07	8.66073196219193e-08	3.42008855048557e-07	1.96192521623259e-07	1.9619599367964e-07	0.99999755204019	2.75650283902618e-08	1.95269054891472e-07	9.30191226470244e-08	1.9619271349574e-07	1.10395352524431e-07	8.66073198581152e-08	1.21926927646675e-07	1.95269422769423e-07	8.66078446891614e-08	9.36373358422015e-08	1.37447724218158e-07	1.10132741045901e-07
MAGIC.281	3.13668163917001e-10	1.72570868921868e-07	8.6607322571913e-08	3.42009027356311e-07	1.96192665353505e-07	1.96196137409887e-07	0.999997552026917	2.75650422778679e-08	1.95277500139379e-07	9.30191253668784e-08	1.96192857226127e-07	1.10395355752342e-07	8.6607322808109e-08	1.21928788443607e-07	1.95271662475044e-07	8.66078476391552e-08	9.36373390964857e-08	1.37447793465206e-07	1.10132743998273e-07
MAGIC.282	1.58329233111033e-10	1.41553124142587e-07	0.999973518807019	8.72392844743662e-08	5.85467120231822e-07	8.85548109976395e-08	8.79488743465754e-08	2.07745746642194e-08	3.85282919213037e-07	7.88943488316981e-08	8.89312981854252e-08	8.01547502331503e-08	1.32737952556777e-05	1.41234603523013e-07	8.83335464691081e-08	1.07455929798888e-05	7.88951493537454e-08	4.28855296414247e-07	7.9526716804858e-08
MAGIC.283	2.71447067062017e-08	2.42685363336752e-05	0.798563657179672	1.49565441549585e-05	1.53725674285137e-05	1.50320664093497e-05	1.50782431121172e-05	3.56722498273802e-06	1.51507813008839e-05	1.35390912626768e-05	1.50225798702748e-05	1.36061667617416e-05	0.200458495295721	2.40527053396419e-05	1.50216802008864e-05	0.00074795762220709	1.35392283336295e-05	1.8069394479828e-05	1.35859477135105e-05
MAGIC.284	4.73675910832028e-10	2.88468791965266e-07	1.93264998143184e-07	4.52755510123382e-07	3.37899549545614e-05	0.997842149685763	5.72091999959117e-07	7.4212726320923e-08	2.06283762179055e-06	1.93788069177439e-07	2.75830062329758e-05	0.00208701817576509	1.92899856154611e-07	6.99908585330262e-07	2.81531135456615e-06	1.92899793217221e-07	1.9118449309044e-07	3.73805159314297e-07	1.15527463195649e-06
MAGIC.285	2.26393498137397e-10	1.26058328367075e-07	8.85422794848459e-08	1.69079843362968e-07	1.44783932327159e-05	2.30510059220299e-06	1.99782427277966e-07	2.81888578873115e-08	1.26753760594974e-06	9.48054727171101e-08	0.999979249241994	2.69996220795962e-07	8.79390113077448e-08	2.60859717549732e-07	8.72161353067382e-07	8.79390155348101e-08	9.43343094645684e-08	1.42268024368996e-07	1.77545323046102e-07
MAGIC.286	2.4380443541457e-10	1.10260121607225e-07	7.80247158058634e-08	1.10148094054145e-07	1.74107890191928e-07	1.74724833564124e-07	1.10148115965717e-07	1.86868028682337e-08	1.74109631693657e-07	1.02543112499357e-07	1.74056105726173e-07	1.93046660938797e-07	7.80246118994945e-08	1.74239429391243e-07	1.74059423505522e-07	7.80246119116641e-08	1.02542629700821e-07	9.29695345420245e-08	0.999997880039869
MAGIC.287	2.21951262075156e-10	1.22199110387801e-07	8.66192701108464e-08	1.64021657810784e-07	4.58084895065873e-07	4.60857882449546e-07	1.95966096623904e-07	2.77589396276788e-08	1.09838733861695e-06	9.33292583912823e-08	5.04140038809569e-07	2.59812523383447e-07	8.66822539216834e-08	2.56275502572445e-07	0.999995692251494	8.66791681690671e-08	9.33293167314266e-08	1.38381283578303e-07	1.75002019419746e-07
MAGIC.288	3.20546880346631e-08	2.86582671471802e-05	0.235622357879206	1.76619714501811e-05	1.77391550356126e-05	1.7738825978548e-05	1.78056208080033e-05	4.2124927873474e-06	1.77383745183162e-05	1.5988115776551e-05	1.77508713935001e-05	1.60561707145699e-05	0.00329467672890471	2.84029012474939e-05	1.77507719028684e-05	0.760812232653142	1.59882776835199e-05	2.11656682490272e-05	1.60431993632237e-05
MAGIC.289	3.71081752188875e-11	2.0430080593511e-08	2.03585228605567e-08	7.89069460465674e-08	2.75638316176399e-08	2.75638332399735e-08	2.73643561866846e-08	0.999999501054063	2.74711203209284e-08	1.84815795348949e-08	2.75638316182615e-08	1.85882233252528e-08	2.03585228605579e-08	2.05096593095912e-08	2.74711204011203e-08	2.03585231090873e-08	1.84810631531181e-08	7.88635204752587e-08	1.85740873835939e-08
MAGIC.29	2.29215116377621e-10	1.26193732252897e-07	9.62702719169926e-08	1.69365115108956e-07	6.93151209770243e-06	5.43144853512087e-07	2.02470669729826e-07	2.82848147239976e-08	0.999987482015992	9.52748481767323e-08	5.5015851728806e-07	3.0672725762395e-07	8.82261877086309e-08	2.72953879662327e-07	2.55594074836058e-06	8.82261877083087e-08	9.52747152279333e-08	1.82881671309226e-07	1.84849227208499e-07
MAGIC.290	3.71081683134611e-11	2.0430080147013e-08	2.03585224181826e-08	7.89062422893227e-08	2.75638294643855e-08	2.7563830635279e-08	2.73643553195144e-08	0.99999950105569	2.74711194578303e-08	1.84815784966806e-08	2.75638294650071e-08	1.85882229581044e-08	2.03585224181836e-08	2.05096588639303e-08	2.74711195380322e-08	2.03585226667029e-08	1.84810627906367e-08	7.88626143939867e-08	1.85740870198685e-08
MAGIC.291	1.86069809995467e-10	1.02446133847991e-07	1.03516373156783e-07	5.50725881010638e-07	1.3943694500537e-07	1.38508986535707e-07	1.372189417177e-07	7.93830313113425e-08	1.39283655769047e-07	1.1036706619037e-07	1.3843912080696e-07	9.31977124908155e-08	1.02773264634962e-07	1.02714300187979e-07	1.37656711728909e-07	1.02773264637462e-07	1.10570220785923e-07	0.99999761789587	9.2906449754927e-08
MAGIC.292	0.999999966854846	3.6107502202639e-10	1.60680067641212e-10	3.23116557278227e-10	2.53958445365531e-10	1.98008894273171e-09	3.28434718868435e-10	3.91005985695041e-11	2.28103795683316e-10	1.23074055530105e-08	2.53958201376438e-10	1.45468833267882e-08	1.60675528880165e-10	2.27404092896757e-10	2.28094993593437e-10	1.60675527899311e-10	1.12093798187783e-09	1.92047354642963e-10	2.72514426853668e-10
MAGIC.293	3.30616031596063e-10	9.26801055349115e-08	7.75858382590306e-08	9.30068870390109e-08	9.27126901464399e-08	9.27126931612269e-08	9.34196369423144e-08	1.85559398204653e-08	9.2711761606863e-08	2.78005003402048e-07	9.27127962084727e-08	1.64501320333343e-07	7.75858384708111e-08	9.25879434398892e-08	9.27119746679637e-08	7.75872251623886e-08	0.999998258061332	1.10225057167044e-07	1.02305339225545e-07
MAGIC.294	2.27498016611585e-10	1.23107216301707e-07	8.79326517613836e-08	1.65413079851625e-07	1.15183961810419e-06	5.4276781889331e-07	2.00012310995334e-07	2.79846971352572e-08	0.999989686400832	9.39551270346491e-08	5.04151927970132e-07	2.8702010530324e-07	8.71766656166268e-08	2.58335949349594e-07	6.28015670029447e-06	8.71766578200727e-08	9.39295753861185e-08	1.45955244477591e-07	1.76456316004511e-07
MAGIC.295	2.59488567270136e-07	0.00014286633848624	0.411073472881589	0.000191314225897613	0.000235421080447409	0.000230211100113798	0.00022878993607325	4.56295862236852e-05	0.585221774307118	0.000129426302037533	0.000230061523264499	0.000130067492745286	0.000476114845982102	0.000143318880407095	0.000555070561803812	0.000476114845987778	0.000129425522530329	0.000231131755511719	0.000129529325220717
MAGIC.296	2.23712596332591e-10	1.2316867773838e-07	8.91286041244817e-08	1.65243548536683e-07	2.12085980663622e-06	5.2355477868093e-07	1.97516548056405e-07	2.78990290220002e-08	0.999993717704742	9.38542647604465e-08	6.71272939734759e-07	2.9580545159796e-07	8.70565743974575e-08	2.59910082851785e-07	1.12184917133403e-06	8.70565743974433e-08	9.38541147816836e-08	1.46807226559816e-07	1.77234147576843e-07
MAGIC.297	2.24943404013555e-10	1.24399600870099e-07	8.71425734543525e-08	1.66521423027899e-07	2.49522232717464e-06	0.999991924230502	1.98313407845199e-07	2.80278587267946e-08	5.07534701219404e-07	9.42697751067003e-08	2.26772490833349e-06	8.00191598322959e-07	8.70848855694995e-08	2.57534984078814e-07	4.64040606858716e-07	8.70848831102197e-08	9.38008421365139e-08	1.40111775437602e-07	1.76538414351421e-07
MAGIC.298	1.63084497844872e-09	9.29129497472179e-08	7.77490193636026e-08	9.29465866741056e-08	9.33697746255306e-08	9.33697707714987e-08	9.30006950303227e-08	1.85956584567342e-08	9.29078555355472e-08	0.999998022844569	9.3369774424628e-08	3.95190513942424e-07	7.77490193631872e-08	9.27832996052115e-08	9.29078556778802e-08	7.77490204148943e-08	2.78140044681678e-07	1.10250087783543e-07	1.02532659741474e-07
MAGIC.299	1.63084544179539e-09	9.29129498574353e-08	7.77490193875785e-08	9.29465867513714e-08	9.33697746564067e-08	9.33697708023848e-08	9.30006950666157e-08	1.85956584624713e-08	9.29078555662706e-08	0.999998022844487	9.3369774455481e-08	3.95190514073143e-07	7.77490193871637e-08	9.27832996358706e-08	9.29078557085811e-08	7.77490204388702e-08	2.78140118517665e-07	1.10250088855797e-07	1.02532659775355e-07
MAGIC.3	7.43440544894982e-10	9.97510965729385e-07	0.00114461893245619	4.09633683221995e-07	4.12321667313403e-07	4.11430162315881e-07	4.16102644854891e-07	9.77000081223927e-08	4.11405106090608e-07	3.70810452201999e-07	4.12593611306941e-07	3.72391452776766e-07	0.991441483700838	6.59346941616876e-07	4.11702988412747e-07	0.00740727987398265	3.70816711657243e-07	4.90893811710801e-07	3.72089112638041e-07
